product_id,product_name,category,segment,size,color,units,orders,revenue,gross_margin,discount_amount,gross_before_discount,promo_revenue,promo_units,return_qty,refund_amount,return_orders,first_return,last_return,avg_rating,n_reviews,gross_margin_rate,discount_rate,promo_revenue_share,promo_unit_share,return_rate_qty,refund_share
15,DragonWear MA-15,Casual,All-weather,XL,purple,82,17,418614.92,143029.11204799998,40350.08,458965.0,251976.26,53,1.0,5298.56,1.0,2021-07-12,2021-07-12,4.0,4.0,0.3416722749585705,0.08791537481071542,0.6019285218023286,0.6463414634146342,0.012195121951219513,0.012657360611991566
17,DragonWear MA-17,Casual,All-weather,M,silver,800,174,3696036.73,383804.7629411764,158513.42,3854550.15,1127902.1,271,34.0,146415.25,7.0,2019-04-18,2022-02-23,3.9166666666666665,24.0,0.10384224805611617,0.04112371452736191,0.30516528443698665,0.33875,0.0425,0.03961412201658505
19,DragonWear MA-19,Casual,All-weather,XL,yellow,20,5,79944.57,-3488.903209180333,7134.78,87079.35,35673.880000000005,10,0.0,0.0,0.0,,,4.0,1.0,-0.0436415282386325,0.08193423584351513,0.44623268347055967,0.5,0.0,0.0
20,DragonWear MA-20,Casual,All-weather,S,red,9,3,56738.63,9180.994700000001,0.0,56738.63,0.0,0,2.0,11243.55,1.0,2017-08-17,2017-08-17,,,0.16181206172937207,0.0,0.0,0.0,0.2222222222222222,0.19816393169873858
21,DragonWear MA-21,Casual,All-weather,M,black,206,42,1012213.65,94190.35578694739,44725.18,1056938.83,298426.29,68,3.0,13780.55,2.0,2019-11-15,2021-04-26,3.5,4.0,0.09305382888972835,0.042315769589049916,0.29482539580453193,0.3300970873786408,0.014563106796116505,0.013614270070355206
22,DragonWear MA-22,Casual,All-weather,L,orange,11,2,67252.34,28868.80249999999,5677.27,72929.61,47310.56,8,0.0,0.0,0.0,,,,,0.42926093724025055,0.07784588454538562,0.7034782730236598,0.7272727272727273,0.0,0.0
23,DragonWear MA-23,Casual,All-weather,XL,blue,117,27,977786.51,287915.08685,70132.20999999999,1047918.72,392997.98,53,5.0,42622.55,1.0,2017-09-08,2017-09-08,4.75,4.0,0.29445598185845295,0.06692523824748545,0.4019261627980529,0.452991452991453,0.042735042735042736,0.04359085502212544
26,DragonWear MA-26,Casual,All-weather,L,green,4632,1046,41446425.1,3341935.99143084,1873011.44,43319436.54,12764129.13,1591,124.0,1032550.29,56.0,2014-06-14,2022-06-28,3.832369942196532,173.0,0.08063267177730221,0.04323720688911804,0.307966950085642,0.3434801381692573,0.02677029360967185,0.024912891461898363
27,DragonWear MA-27,Casual,All-weather,XL,silver,56,16,263763.09,-1401.0349319999823,16905.81,280668.9,137458.29,31,3.0,13395.66,1.0,2021-09-11,2021-09-11,3.0,2.0,-0.005311717162549097,0.060233998138019565,0.5211430075375595,0.5535714285714286,0.05357142857142857,0.05078671166613948
28,DragonWear MA-28,Casual,All-weather,S,pink,35,8,182898.84999999998,90803.60725,0.0,182898.84999999998,0.0,0,0.0,0.0,0.0,,,4.0,1.0,0.4964689895535156,0.0,0.0,0.0,0.0,0.0
29,DragonWear MA-29,Casual,All-weather,M,yellow,28,7,157603.03,-9809.389999999985,16771.61,174374.64,126622.32,23,8.0,44148.78999999999,2.0,2022-09-04,2022-09-26,,,-0.06224112569409348,0.0961814745538686,0.8034256701790569,0.8214285714285714,0.2857142857142857,0.28012653056226133
30,DragonWear MA-30,Casual,All-weather,L,red,7,1,71207.92,16521.82084,0.0,71207.92,0.0,0,0.0,0.0,0.0,,,,,0.23202223629056992,0.0,0.0,0.0,0.0,0.0
31,DragonWear MA-31,Casual,All-weather,XL,black,654,147,5693731.13,530836.9024451064,157895.82,5851626.95,1174670.6300000001,151,11.0,85933.97,6.0,2012-08-18,2014-08-12,3.5357142857142856,28.0,0.09323181764733356,0.02698323412431478,0.20630946617951737,0.2308868501529052,0.016819571865443424,0.01509273410316444
36,DragonWear MA-36,Casual,All-weather,S,green,1491,325,7977591.74,2720228.2766718967,322899.86,8300491.6,2263124.08,472,71.0,355854.44,27.0,2012-08-19,2016-06-03,3.888888888888889,54.0,0.3409836408439593,0.038901293508929034,0.28368512124437195,0.3165660630449363,0.047619047619047616,0.0446067499563471
38,DragonWear MA-38,Casual,All-weather,L,pink,218,49,1082375.81,56473.47799999997,72731.7,1155107.51,453702.07,101,9.0,42362.92,2.0,2017-09-27,2019-10-23,3.9166666666666665,12.0,0.05217548052926272,0.06296530787857141,0.41917240371438086,0.463302752293578,0.04128440366972477,0.03913882739119973
40,DragonWear MA-40,Casual,All-weather,S,red,85,20,1017187.21,245.9350000000668,40633.880000000005,1057821.09,238811.78,23,4.0,44619.53,1.0,2017-03-01,2017-03-01,5.0,2.0,0.00024177948521400186,0.038412809485581345,0.23477662484568598,0.27058823529411763,0.047058823529411764,0.043865602675047397
42,DragonWear MA-42,Casual,All-weather,L,orange,38,9,433839.4,76505.02288000003,47768.09,481607.49,291939.79000000004,27,0.0,0.0,0.0,,,3.3333333333333335,3.0,0.1763441100093722,0.09918469083609974,0.672921339094605,0.7105263157894737,0.0,0.0
43,DragonWear MA-43,Casual,All-weather,XL,blue,95,18,433332.87,-8788.465568181768,28687.37,462020.24,220054.59,51,0.0,0.0,0.0,,,3.0,1.0,-0.020281096073283728,0.06209115427497289,0.5078188275909002,0.5368421052631579,0.0,0.0
45,DragonWear MA-45,Casual,All-weather,M,purple,69,16,376832.49,138365.181312,15526.4,392358.89,89954.34,19,2.0,10970.2,1.0,2021-03-13,2021-03-13,4.0,1.0,0.3671795425919883,0.03957193374667769,0.23871174165476017,0.2753623188405797,0.028985507246376812,0.02911160871505533
48,DragonWear RP-03,Outdoor,Activewear,S,pink,5,1,3533.8,1512.33097,353.38,3887.1800000000003,3533.8,5,0.0,0.0,0.0,,,,,0.4279616758164016,0.0909090909090909,1.0,1.0,0.0,0.0
49,DragonWear RP-04,Outdoor,Activewear,M,yellow,2,1,1422.4,618.6909820000001,142.24,1564.64,1422.4,2,0.0,0.0,0.0,,,,,0.4349627263779528,0.09090909090909091,1.0,1.0,0.0,0.0
52,DragonWear RP-07,Outdoor,Activewear,S,orange,15,3,59636.03999999999,6658.986570000001,0.0,59636.03999999999,0.0,0,0.0,0.0,0.0,,,1.0,1.0,0.1116604417395924,0.0,0.0,0.0,0.0,0.0
53,DragonWear RP-08,Outdoor,Activewear,M,blue,15,3,60798.71,6998.6882000000005,0.0,60798.71,0.0,0,0.0,0.0,0.0,,,,,0.11511244564234999,0.0,0.0,0.0,0.0,0.0
54,DragonWear RP-09,Outdoor,Activewear,L,white,109,24,484245.69,58674.319238400014,38250.19,522495.88,215165.71,54,2.0,7371.27,1.0,2022-01-21,2022-01-21,4.0,7.0,0.12116642532925799,0.07320668251010898,0.44433169864661054,0.4954128440366973,0.01834862385321101,0.015222169556119334
55,DragonWear RP-10,Outdoor,Activewear,XL,purple,101,24,446632.32,-22581.026699999886,37294.59,483926.91000000003,223897.72,55,0.0,0.0,0.0,,,4.75,4.0,-0.050558425104568976,0.07706657602487944,0.5013021001256693,0.5445544554455446,0.0,0.0
56,DragonWear RP-11,Outdoor,Activewear,S,green,43,8,155781.59,5605.589136363667,3702.05,159483.64,33173.36,10,0.0,0.0,0.0,,,5.0,1.0,0.03598364310162496,0.023212725769238773,0.21294788427823855,0.23255813953488372,0.0,0.0
57,DragonWear RP-12,Outdoor,Activewear,M,silver,32,7,113207.13,1448.2456363636593,4423.12,117630.25,39101.4,12,0.0,0.0,0.0,,,,,0.012792883596321709,0.03760189237037242,0.3453969727878447,0.375,0.0,0.0
58,DragonWear RP-13,Outdoor,Activewear,L,pink,93,20,386302.12,96596.65110624996,13338.02,399640.14,93301.03,25,6.0,24262.65,1.0,2022-05-20,2022-05-20,4.5,4.0,0.25005467509795176,0.03337507588702176,0.2415234739068996,0.26881720430107525,0.06451612903225806,0.06280744718667348
59,DragonWear RP-14,Outdoor,Activewear,XL,yellow,105,21,428737.3,52237.75328125,19347.21,448084.51,128011.02,35,1.0,4215.13,1.0,2022-05-08,2022-05-08,4.4,5.0,0.12184093448657254,0.04317759165564549,0.29857682081778286,0.3333333333333333,0.009523809523809525,0.00983149821580721
60,DragonWear RP-15,Outdoor,Activewear,S,red,4,2,15504.810000000001,-1014.569184,2453.92,17958.73,15504.810000000001,4,0.0,0.0,0.0,,,,,-0.06543577019002489,0.13664217904050008,1.0,1.0,0.0,0.0
61,DragonWear RP-16,Outdoor,Activewear,M,black,8,2,32550.4,4587.291904,4517.09,37067.49,32550.4,8,0.0,0.0,0.0,,,,,0.14092889500589853,0.12186123203918044,1.0,1.0,0.0,0.0
62,DragonWear RP-17,Outdoor,Activewear,L,orange,77,15,342107.44,113077.81835326315,25037.27,367144.71,149818.13,37,4.0,17622.2,2.0,2019-06-04,2022-06-13,4.0,2.0,0.33053305813303313,0.06819455467572991,0.4379271318975115,0.4805194805194805,0.05194805194805195,0.05151071838718269
63,DragonWear RP-18,Outdoor,Activewear,XL,blue,69,16,307513.86,11288.768108526292,18228.28,325742.14,111864.94,28,3.0,13338.52,2.0,2019-06-15,2022-06-13,3.0,1.0,0.03670978637686865,0.05595923204777865,0.36377202640557404,0.4057971014492754,0.043478260869565216,0.04337534574864366
64,DragonWear RP-19,Outdoor,Activewear,S,white,34,6,128128.99,6055.339000000004,0.0,128128.99,0.0,0,0.0,0.0,0.0,,,3.5,2.0,0.04725971070247259,0.0,0.0,0.0,0.0,0.0
65,DragonWear RP-20,Outdoor,Activewear,M,purple,35,8,130527.09999999999,10577.454939999994,1136.39,131663.49,6313.26,2,1.0,3283.07,1.0,2020-09-07,2020-09-07,4.25,4.0,0.08103646629703713,0.008631018363556975,0.04836742714731271,0.05714285714285714,0.02857142857142857,0.025152401302105082
66,DragonWear RP-21,Outdoor,Activewear,L,green,54,12,248244.92,-10481.602599999982,21018.45,269263.37,132089.25,31,8.0,35155.74,2.0,2020-01-06,2022-11-26,3.0,3.0,-0.0422228281650234,0.07805907650936703,0.5320924593341124,0.5740740740740741,0.14814814814814814,0.14161715776500078
67,DragonWear RP-22,Outdoor,Activewear,XL,silver,52,11,245619.3,14938.127241599981,13304.07,258923.37,85504.66,20,0.0,0.0,0.0,,,3.0,1.0,0.060818214373218965,0.051382268043243834,0.3481186535422909,0.38461538461538464,0.0,0.0
70,DragonWear RS-03,Outdoor,Premium,L,red,17,3,75168.76,9014.934261999999,9398.57,84567.33,59776.78,14,0.0,0.0,0.0,,,,,0.11992926665279564,0.1111371258853744,0.795234350014554,0.8235294117647058,0.0,0.0
73,DragonWear RS-06,Outdoor,Premium,M,blue,16,5,56173.369999999995,-2840.0358181818096,4293.7,60467.07,21468.52,7,0.0,0.0,0.0,,,4.0,1.0,-0.05055840192927378,0.07100889790095667,0.3821832302388125,0.4375,0.0,0.0
74,DragonWear UM-01,Streetwear,Balanced,L,white,372,84,4520596.47,1264679.5546426228,239695.22,4760291.69,1717098.19,160,11.0,112339.84,4.0,2022-07-26,2022-12-24,4.181818181818182,11.0,0.27975944392192625,0.05035305304999072,0.37983885564552505,0.43010752688172044,0.02956989247311828,0.024850667549187376
76,DragonWear UM-03,Streetwear,Balanced,S,green,567,116,5507995.63,165409.26969999998,230887.88999999998,5738883.52,1723076.19,202,11.0,97855.76000000001,3.0,2014-02-22,2015-07-20,4.173913043478261,23.0,0.03003075543471337,0.04023219659283135,0.31283180048565146,0.3562610229276896,0.019400352733686066,0.01776612883768755
86,DragonWear UM-13,Streetwear,Balanced,L,green,226,49,2919909.48,-123463.02,67008.92,2986918.4,599012.73,62,0.0,0.0,0.0,,,3.375,8.0,-0.042283166942558785,0.02243413144463538,0.2051477054692805,0.2743362831858407,0.0,0.0
88,DragonWear UM-15,Streetwear,Balanced,S,pink,8,1,66933.2,18978.104,13386.64,80319.84,66933.2,8,0.0,0.0,0.0,,,,,0.28353797517524937,0.16666666666666666,1.0,1.0,0.0,0.0
89,DragonWear UM-16,Streetwear,Balanced,M,yellow,168,38,1583606.93,460880.97656000004,86493.48999999999,1670100.42,662059.36,77,7.0,65192.67,3.0,2014-10-01,2016-11-07,3.4,5.0,0.2910324322463025,0.05178939479579318,0.41807051197988887,0.4583333333333333,0.041666666666666664,0.04116720428850359
92,DragonWear UM-19,Streetwear,Balanced,S,orange,2045,440,21943547.18,3257675.112243524,1066636.93,23010184.11,7309370.24,785,58.0,512303.24,21.0,2013-01-19,2019-04-21,3.985074626865672,67.0,0.1484570878865321,0.04635499328909976,0.3330988458721923,0.38386308068459657,0.028361858190709046,0.023346418689633205
93,DragonWear UM-20,Streetwear,Balanced,M,blue,2292,536,26839510.8,9392907.358374545,1085061.6,27924572.4,8056345.58,794,91.0,1017281.46,32.0,2012-08-09,2021-01-11,4.0,79.0,0.3499656692093861,0.03885687431331984,0.30016737786442815,0.34642233856893545,0.039703315881326355,0.037902384569542896
94,DragonWear UM-21,Streetwear,Balanced,L,white,853,181,8713657.84,231649.9230999996,274235.54,8987893.38,1811090.99,207,31.0,294067.1,12.0,2012-07-22,2015-01-18,4.066666666666666,30.0,0.026584693518330715,0.030511659229317645,0.2078450890837366,0.24267291910902697,0.03634232121922626,0.0337478364883788
99,DragonWear UM-26,Streetwear,Balanced,XL,yellow,6,1,50668.08,-3161.0099999999948,6080.17,56748.25,50668.08,6,0.0,0.0,0.0,,,,,-0.062386615004949755,0.10714286343631742,1.0,1.0,0.0,0.0
100,DragonWear UM-27,Streetwear,Balanced,S,red,120,24,1472150.71,552168.2620000001,26932.11,1499082.82,168543.34,16,10.0,112312.32,3.0,2013-11-30,2014-05-09,3.6,5.0,0.37507590646069117,0.017965725202560855,0.11448782984997508,0.13333333333333333,0.08333333333333333,0.07629131938536375
103,DragonWear UM-30,Streetwear,Balanced,XL,blue,2117,482,20496398.84,5433555.656877098,778723.14,21275121.98,5821566.06,709,66.0,581318.3200000001,23.0,2012-07-29,2015-09-18,3.9,80.0,0.2650980642644978,0.036602522924759275,0.2840287264823736,0.33490788852149267,0.03117619272555503,0.028361973463627236
106,DragonWear UM-33,Streetwear,Balanced,L,green,633,148,6708736.02,-282733.66342021327,318746.17,7027482.1899999995,2143837.43,240,17.0,184228.5,8.0,2016-09-14,2022-06-25,3.75,24.0,-0.042144103237529575,0.045357093960845744,0.3195590679986243,0.3791469194312796,0.026856240126382307,0.027460985117133886
107,DragonWear UM-34,Streetwear,Balanced,XL,silver,977,217,5901580.34,1324797.3517581522,377028.14,6278608.48,2838487.44,526,39.0,219491.14,13.0,2017-05-17,2021-10-27,4.032258064516129,31.0,0.22448179562665282,0.06004963380038629,0.4809707360520318,0.5383828045035824,0.03991811668372569,0.037191926120588914
108,DragonWear UM-35,Streetwear,Balanced,S,pink,391,88,4124264.69,580620.4291999999,217009.38,4341274.07,1706824.63,186,18.0,197745.41999999998,6.0,2019-04-05,2021-04-03,3.7142857142857144,14.0,0.1407815629796544,0.04998748673796584,0.4138494394257707,0.47570332480818417,0.04603580562659847,0.047946830493073904
109,DragonWear UM-36,Streetwear,Balanced,M,yellow,865,197,11429058.09,-705787.4400976131,656628.65,12085686.74,4681868.42,409,17.0,207603.03,9.0,2021-07-15,2022-11-28,4.081081081081081,37.0,-0.061753771355414745,0.054331099599558216,0.4096460428437633,0.4728323699421965,0.019653179190751446,0.018164491628723536
111,DragonWear UM-38,Streetwear,Balanced,XL,black,6,1,51498.06,-2726.040000000008,5149.81,56647.869999999995,51498.06,6,0.0,0.0,0.0,,,,,-0.052934809583118435,0.09090915510150692,1.0,1.0,0.0,0.0
114,DragonWear UM-41,Streetwear,Balanced,L,white,119,24,1202082.56,518184.55367,69319.44,1271402.0,448447.97,49,0.0,0.0,0.0,,,3.3333333333333335,3.0,0.43107234969784436,0.05452204731469669,0.3730592098432906,0.4117647058823529,0.0,0.0
115,DragonWear UM-42,Streetwear,Balanced,XL,purple,3965,916,39943441.06,3404351.6381082144,1706981.22,41650422.28,12298276.32,1411,171.0,1602080.73,63.0,2015-05-07,2022-10-31,3.912,125.0,0.08522930292846968,0.040983527334359594,0.30789225949578214,0.3558638083228247,0.04312736443883985,0.040108730932657405
125,DragonWear UM-52,Streetwear,Balanced,M,purple,1,1,6779.58,441.46500000000015,0.0,6779.58,0.0,0,0.0,0.0,0.0,,,,,0.0651168656465445,0.0,0.0,0.0,0.0,0.0
133,DragonWear UR-04,Streetwear,Standard,M,blue,524,119,4285719.71,484887.516302857,133681.25,4419400.96,1028933.71,154,10.0,74470.34,4.0,2013-03-18,2016-09-24,4.0,22.0,0.11314027727278904,0.030248726288913147,0.24008422846672817,0.29389312977099236,0.019083969465648856,0.0173763906739482
136,DragonWear UR-07,Streetwear,Standard,S,green,257,61,1155104.33,6371.499650000032,67309.61,1222413.94,458098.69,117,15.0,54211.51,5.0,2018-01-12,2019-09-04,4.111111111111111,9.0,0.005515951662998295,0.055062861930386696,0.3965864191678686,0.45525291828793774,0.058365758754863814,0.04693213296153084
141,DragonWear UR-12,Streetwear,Standard,M,black,95,18,724907.95,-13670.974999999964,39204.490000000005,764112.44,253389.83,38,5.0,34949.6,2.0,2013-08-25,2014-10-17,4.5,2.0,-0.018858911672854417,0.051307226460022046,0.3495475942842122,0.4,0.05263157894736842,0.04821246614828821
143,DragonWear UR-14,Streetwear,Standard,XL,blue,149,39,753861.12,281528.37218086945,45212.7,799073.82,314877.0,69,5.0,24435.739999999998,2.0,2014-07-11,2015-10-14,3.375,8.0,0.37344858981568047,0.05658138067894653,0.41768568725231514,0.46308724832214765,0.03355704697986577,0.032414113623474836
144,DragonWear UR-15,Streetwear,Standard,S,white,326,75,1727164.93,-65905.15999999976,69851.13,1797016.06,550255.13,122,7.0,33626.92,4.0,2012-10-23,2013-09-30,3.8181818181818183,11.0,-0.038158000348003686,0.03887062088916445,0.31858864225549094,0.37423312883435583,0.02147239263803681,0.019469431908856555
150,DragonWear UR-21,Streetwear,Standard,L,red,248,56,1483088.78,380088.0966417022,103910.15,1586998.93,678468.75,125,5.0,22697.949999999997,2.0,2021-08-15,2021-08-26,3.4444444444444446,9.0,0.2562814187305107,0.06547587905431039,0.4574700848320085,0.5040322580645161,0.020161290322580645,0.015304511979383997
155,DragonWear UR-26,Streetwear,Standard,XL,purple,54,16,291488.43,-17965.99499999998,30970.66,322459.09,193687.47,38,0.0,0.0,0.0,,,,,-0.06163536233667999,0.0960452378625766,0.6644773859463308,0.7037037037037037,0.0,0.0
160,DragonWear UR-31,Streetwear,Standard,S,red,84,18,621294.86,-77513.73999999995,34163.28,655458.14,337895.65,52,8.0,64943.57,2.0,2013-08-04,2013-10-13,5.0,1.0,-0.12476159870371364,0.05212122317986622,0.5438571469913658,0.6190476190476191,0.09523809523809523,0.10452938561249324
163,DragonWear UR-34,Streetwear,Standard,XL,blue,1077,244,6650620.12,1573925.0977112504,279522.96,6930143.08,2062225.5,384,28.0,169067.24000000002,10.0,2013-02-14,2015-04-18,3.6538461538461537,52.0,0.23665839715879763,0.04033437070104475,0.31008018241763596,0.3565459610027855,0.025998142989786442,0.025421274550259537
164,DragonWear UR-35,Streetwear,Standard,S,white,152,34,947261.95,381742.3969191489,34289.35,981551.3,243586.30000000002,49,7.0,44480.47,2.0,2016-06-27,2016-07-08,4.142857142857143,7.0,0.4029955989672645,0.03493383381999494,0.257147772060305,0.3223684210526316,0.046052631578947366,0.046956884523863755
165,DragonWear UR-36,Streetwear,Standard,M,purple,821,181,6219971.34,-260855.1957692317,318665.55,6538636.89,2337553.96,354,19.0,134548.45,10.0,2016-10-05,2020-02-02,4.333333333333333,36.0,-0.04193832760799051,0.048735777098642345,0.3758142654078532,0.43118148599269185,0.023142509135200974,0.02163168327396184
170,DragonWear UR-41,Streetwear,Standard,L,red,460,106,3530074.23,1058942.59910597,240516.97,3770591.1999999997,1579129.3699999999,238,10.0,62715.45,4.0,2015-08-25,2017-01-05,4.0,12.0,0.2999774310995069,0.06378760179570779,0.44733602386599103,0.5173913043478261,0.021739130434782608,0.01776604284040792
173,DragonWear UE-01,Streetwear,Performance,M,blue,60,13,617838.96,-28375.08183552626,123567.78,741406.74,617838.96,60,5.0,50549.36,2.0,2022-12-21,2022-12-26,4.0,1.0,-0.04592633950362447,0.1666666531787936,1.0,1.0,0.08333333333333333,0.08181640083040409
174,DragonWear UE-02,Streetwear,Performance,L,white,222,51,1761453.87,80898.40248782642,47016.65,1808470.52,395691.18,60,7.0,50240.73,3.0,2012-10-16,2015-09-15,4.125,8.0,0.045927062789232406,0.025998018480279127,0.22463896826318816,0.2702702702702703,0.03153153153153153,0.028522308109039496
175,DragonWear UE-03,Streetwear,Performance,XL,purple,22,8,150643.76,-7228.569999999987,2379.15,153022.91,23806.56,5,5.0,33193.130000000005,2.0,2013-06-25,2013-11-25,5.0,1.0,-0.04798452986038045,0.015547671913963734,0.15803216807652704,0.22727272727272727,0.22727272727272727,0.2203418847219427
176,DragonWear UE-04,Streetwear,Performance,S,green,43,8,334592.25,18759.502770000036,9500.6,344092.85,130132.44,21,2.0,16174.36,1.0,2014-06-06,2014-06-06,5.0,1.0,0.056066758181039865,0.027610570809593983,0.3889284345348704,0.4883720930232558,0.046511627906976744,0.04834050997893705
177,DragonWear UE-05,Streetwear,Performance,M,silver,178,40,1429156.06,-78793.95272999982,143298.48,1572454.54,947141.95,127,3.0,21643.879999999997,2.0,2015-10-19,2017-01-09,4.125,8.0,-0.055133204088292365,0.0911304437456106,0.6627281488069259,0.7134831460674157,0.016853932584269662,0.015144518227071715
178,DragonWear UE-06,Streetwear,Performance,L,pink,155,34,873482.7,329474.06174999994,68230.78,941713.48,460599.43,89,2.0,10700.09,2.0,2017-11-05,2019-01-14,4.0,4.0,0.37719586403943656,0.07245386356792939,0.5273137407300683,0.5741935483870968,0.012903225806451613,0.012249916340644183
180,DragonWear UE-08,Streetwear,Performance,S,red,565,122,5105833.37,-39128.151836607256,205959.52000000002,5311792.89,1531574.65,198,12.0,99393.93,5.0,2019-05-13,2022-10-08,4.0,25.0,-0.007663421228454084,0.03877401176309794,0.299965654774198,0.3504424778761062,0.021238938053097345,0.019466739863467183
181,DragonWear UE-09,Streetwear,Performance,M,black,12,4,101787.78,4902.599999999999,0.0,101787.78,0.0,0,0.0,0.0,0.0,,,2.5,2.0,0.04816491724252164,0.0,0.0,0.0,0.0,0.0
182,DragonWear UE-10,Streetwear,Performance,L,orange,86,18,1294480.29,258040.28590909092,53090.78,1347571.07,382094.52,29,0.0,0.0,0.0,,,4.0,3.0,0.19933890682035096,0.0393973877756221,0.2951721420184776,0.3372093023255814,0.0,0.0
183,DragonWear UE-11,Streetwear,Performance,XL,blue,1621,375,14043038.58,-111328.73976593085,634329.8099999999,14677368.39,4447231.03,577,46.0,359597.67,19.0,2020-03-08,2022-09-28,3.8688524590163933,61.0,-0.007927681685962501,0.04321822503495805,0.3166858087489496,0.35595311536088836,0.0283775447254781,0.025606827749667833
185,DragonWear UE-13,Streetwear,Performance,M,purple,1307,290,11659065.48,4480542.220698188,596781.21,12255846.69,4209857.08,541,63.0,540402.63,21.0,2015-04-20,2018-12-07,4.147058823529412,34.0,0.38429685710095074,0.04869359295159394,0.3610801472229145,0.4139250191277735,0.04820198928844682,0.0463504241336502
187,DragonWear UE-15,Streetwear,Performance,XL,silver,317,68,2635511.06,375521.4608935104,134465.3,2769976.36,896818.41,120,7.0,54237.9,2.0,2015-06-14,2017-01-16,3.0,3.0,0.14248525327513153,0.048543843890422225,0.3402825446689645,0.3785488958990536,0.022082018927444796,0.020579651826617643
188,DragonWear UE-16,Streetwear,Performance,S,pink,164,35,1433739.43,343845.67960000003,81310.62,1515050.05,536763.15,68,4.0,30583.510000000002,2.0,2016-07-25,2016-07-28,4.5,4.0,0.23982438677856552,0.05366860322535219,0.37437984808718,0.4146341463414634,0.024390243902439025,0.021331288907915438
189,DragonWear UC-01,Streetwear,Everyday,M,yellow,8,2,75130.76,25678.38079999999,0.0,75130.76,0.0,0,0.0,0.0,0.0,,,3.0,1.0,0.34178252422842514,0.0,0.0,0.0,0.0,0.0
190,DragonWear UC-02,Streetwear,Everyday,L,red,240,51,2109844.2399999998,298467.0303999999,90174.99,2200019.23,630169.96,82,8.0,64484.07,3.0,2014-05-15,2014-10-06,3.7142857142857144,7.0,0.1414640117698925,0.04098827354340898,0.2986807974033192,0.3416666666666667,0.03333333333333333,0.030563426805383515
