product_id,product_name,category,segment,peak_month,peak_season_index,revenue_total,gross_margin_total,peak_avg_stock_on_hand,peak_avg_stockout_days,peak_avg_fill_rate,peak_avg_days_supply,peak_stockout_rate,peak_overstock_rate,peak_avg_sell_through,prev_month,prev_avg_stock_on_hand,prev_avg_stockout_days,prev_avg_fill_rate,prev_avg_days_supply,prev_stockout_rate,prev_overstock_rate,prev_avg_sell_through,inventory_risk_score
14,DragonWear MA-14,Casual,All-weather,4,1.9764264498804605,453381.86,31283.236256000022,3.0,1.0,0.9666666666666667,75.0,0.6666666666666666,0.0,0.3,3,3.0,1.5,0.95,60.0,1.0,0.0,0.375,5.000000000000002
15,DragonWear MA-15,Casual,All-weather,6,2.1289009001399184,418614.92,143029.11204799998,3.0,1.0,0.9667,22.5,1.0,0.0,0.5714,5,3.0,0.0,1.0,90.0,0.0,0.0,0.25,1.9989999999999999
17,DragonWear MA-17,Casual,All-weather,4,1.7081564662913942,3696036.73,383804.7629411764,15.0,1.25,0.958325,86.8,0.25,0.25,0.34814999999999996,3,14.0,2.25,0.924975,100.9,0.75,0.5,0.31525,7.001
19,DragonWear MA-19,Casual,All-weather,10,1.1075346330588807,79944.57,-3488.903209180333,9.0,0.0,1.0,90.0,0.0,0.0,0.25,9,,,,,,,,0.0
20,DragonWear MA-20,Casual,All-weather,7,2.030035973727247,56738.63,9180.994700000001,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,6,,,,,,,,4.0009999999999994
21,DragonWear MA-21,Casual,All-weather,3,3.2899548924280957,1012213.65,94190.35578694739,4.0,1.3333333333333333,0.9555333333333333,34.666666666666664,0.6666666666666666,0.0,0.4768666666666667,2,3.6666666666666665,0.6666666666666666,0.9777666666666667,70.0,0.3333333333333333,0.0,0.3119,4.0009999999999994
22,DragonWear MA-22,Casual,All-weather,4,1.4069565460473197,67252.34,28868.80249999999,3.0,0.0,1.0,45.0,0.0,0.0,0.4,3,,,,,,,,0.0
23,DragonWear MA-23,Casual,All-weather,11,2.281152150483238,977786.51,287915.08685,5.0,9.0,0.7,12.5,1.0,0.0,0.7059,10,3.0,1.0,0.9667,22.5,1.0,0.0,0.5714,19.999
26,DragonWear MA-26,Casual,All-weather,6,1.4125743481794284,41446425.1,3341935.99143084,145.66666666666666,1.0,0.9666666666666666,334.2555555555556,0.6666666666666666,0.7777777777777778,0.16204444444444444,5,142.55555555555554,1.2222222222222223,0.9592555555555555,317.6,0.7777777777777778,0.7777777777777778,0.15312222222222224,4.44455555555556
27,DragonWear MA-27,Casual,All-weather,4,1.8901498310472482,263763.09,-1401.0349319999823,9.0,1.5,0.95,112.5,1.0,0.5,0.21589999999999998,3,9.0,0.0,1.0,67.5,0.0,0.0,0.3077,3.0000000000000013
28,DragonWear MA-28,Casual,All-weather,10,1.7174591310989655,182898.84999999998,90803.60725,9.0,2.0,0.9333,90.0,1.0,0.0,0.25,9,,,,,,,,4.0009999999999994
29,DragonWear MA-29,Casual,All-weather,9,2.71341800979334,157603.03,-9809.389999999985,9.0,1.0,0.9667,67.5,1.0,0.0,0.3077,8,9.0,1.0,0.9667,90.0,1.0,0.0,0.25,3.9979999999999993
30,DragonWear MA-30,Casual,All-weather,12,1.0,71207.92,16521.82084,6.0,2.0,0.9333,90.0,1.0,0.0,0.25,11,,,,,,,,4.0009999999999994
31,DragonWear MA-31,Casual,All-weather,10,1.8168666562939721,5693731.13,530836.9024451064,35.666666666666664,0.6666666666666666,0.9777666666666667,504.73333333333335,0.3333333333333333,0.3333333333333333,0.18586666666666665,9,28.5,1.0,0.96665,113.35,0.5,1.0,0.20939999999999998,3.334166666666666
36,DragonWear MA-36,Casual,All-weather,8,1.4620688423446448,7977591.74,2720228.2766718967,67.6,1.0,0.9667,492.0,1.0,0.8,0.14354,7,66.4,1.4,0.9533200000000001,407.68,0.8,0.8,0.11814,4.799399999999999
38,DragonWear MA-38,Casual,All-weather,12,1.7897400996055148,1082375.81,56473.47799999997,9.5,4.0,0.86665,36.25,1.0,0.0,0.4732,11,7.5,2.0,0.9333,180.0,1.0,0.5,0.175,12.001499999999998
40,DragonWear MA-40,Casual,All-weather,10,1.771681930605478,1017187.21,245.9350000000668,9.0,1.25,0.958325,180.0,0.75,0.5,0.175,9,,,,,,,,2.5002500000000003
42,DragonWear MA-42,Casual,All-weather,4,1.9931709752502886,433839.4,76505.02288000003,6.0,1.5,0.95,135.0,1.0,0.5,0.19645,3,,,,,,,,3.0000000000000013
43,DragonWear MA-43,Casual,All-weather,3,1.6332583309454463,433332.87,-8788.465568181768,3.0,0.5,0.98335,67.5,0.5,0.0,0.325,2,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,5.000500000000001
45,DragonWear MA-45,Casual,All-weather,1,2.220130302458793,376832.49,138365.181312,9.0,0.0,1.0,90.0,0.0,0.0,0.25,12,9.0,2.0,0.9333,90.0,1.0,0.0,0.25,4.0009999999999994
48,DragonWear RP-03,Outdoor,Activewear,9,1.0,3533.8,1512.33097,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,8,,,,,,,,4.0009999999999994
49,DragonWear RP-04,Outdoor,Activewear,9,1.0,1422.4,618.6909820000001,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,8,,,,,,,,4.0009999999999994
52,DragonWear RP-07,Outdoor,Activewear,11,1.2048063553515627,59636.03999999999,6658.986570000001,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,10,3.0,0.0,1.0,90.0,0.0,0.0,0.25,4.0009999999999994
53,DragonWear RP-08,Outdoor,Activewear,11,1.62241468610107,60798.71,6998.6882000000005,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,10,3.0,1.0,0.9667,90.0,1.0,0.0,0.25,5.999999999999999
54,DragonWear RP-09,Outdoor,Activewear,12,2.5964838014355895,484245.69,58674.319238400014,3.5,2.0,0.933325,80.0,1.0,0.25,0.325,11,,,,,,,,4.000250000000001
55,DragonWear RP-10,Outdoor,Activewear,2,2.1809861185146655,446632.32,-22581.026699999886,3.25,1.0,0.966675,75.0,0.75,0.0,0.3125,1,3.0,0.0,1.0,90.0,0.0,0.0,0.25,1.9997500000000015
56,DragonWear RP-11,Outdoor,Activewear,5,1.8585848302100398,155781.59,5605.589136363667,3.0,2.0,0.9333,30.0,1.0,0.0,0.5,4,3.0,1.0,0.9667,90.0,1.0,0.0,0.25,5.999999999999999
57,DragonWear RP-12,Outdoor,Activewear,3,1.450450161575512,113207.13,1448.2456363636593,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,2,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,8.001999999999999
58,DragonWear RP-13,Outdoor,Activewear,4,3.495065054263746,386302.12,96596.65110624996,3.0,3.5,0.8833,50.6,1.0,0.0,0.48865,3,3.0,1.0,0.9666666666666667,90.0,0.6666666666666666,0.0,0.25,9.001000000000001
59,DragonWear RP-14,Outdoor,Activewear,4,4.343287253056825,428737.3,52237.75328125,4.0,3.0,0.9,54.4,1.0,0.0,0.4327,3,3.0,1.6666666666666667,0.9444333333333333,90.0,1.0,0.0,0.25,9.333666666666666
60,DragonWear RP-15,Outdoor,Activewear,7,1.4567002110957825,15504.810000000001,-1014.569184,3.0,0.5,0.98335,90.0,0.5,0.0,0.25,6,,,,,,,,0.9995000000000016
61,DragonWear RP-16,Outdoor,Activewear,9,1.0306970114038536,32550.4,4587.291904,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,8,,,,,,,,4.0009999999999994
62,DragonWear RP-17,Outdoor,Activewear,7,1.772903389648585,342107.44,113077.81835326315,6.0,1.0,0.9667,60.0,1.0,0.0,0.3333,6,,,,,,,,1.9989999999999999
63,DragonWear RP-18,Outdoor,Activewear,7,2.193267581500229,307513.86,11288.768108526292,6.0,0.0,1.0,60.0,0.0,0.0,0.3333,6,,,,,,,,0.0
64,DragonWear RP-19,Outdoor,Activewear,6,1.7838473556999084,128128.99,6055.339000000004,3.0,1.5,0.95,67.5,1.0,0.0,0.325,5,3.0,1.5,0.95,90.0,1.0,0.0,0.25,6.0000000000000036
65,DragonWear RP-20,Outdoor,Activewear,5,1.7242592534423884,130527.09999999999,10577.454939999994,3.0,1.0,0.9667,90.0,1.0,0.0,0.25,4,,,,,,,,1.9989999999999999
66,DragonWear RP-21,Outdoor,Activewear,12,1.6697936860097682,248244.92,-10481.602599999982,3.0,0.6666666666666666,0.9777999999999999,75.0,0.6666666666666666,0.0,0.3,11,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,5.333666666666669
67,DragonWear RP-22,Outdoor,Activewear,2,2.5742865483290607,245619.3,14938.127241599981,3.0,1.0,0.9667,30.0,1.0,0.0,0.5,1,,,,,,,,1.9989999999999999
70,DragonWear RS-03,Outdoor,Premium,4,1.2598800352699713,75168.76,9014.934261999999,6.0,2.0,0.9333,90.0,1.0,0.0,0.25,3,,,,,,,,4.0009999999999994
73,DragonWear RS-06,Outdoor,Premium,5,1.4455121706246217,56173.369999999995,-2840.0358181818096,3.0,1.0,0.9667,45.0,1.0,0.0,0.4,4,,,,,,,,1.9989999999999999
74,DragonWear UM-01,Streetwear,Balanced,6,1.9127898668646264,4520596.47,1264679.5546426228,6.0,4.0,0.8667,19.450000000000003,1.0,0.0,0.60765,5,5.0,0.5,0.98335,62.5,0.5,0.0,0.35575,8.9985
76,DragonWear UM-03,Streetwear,Balanced,4,2.315901074888834,5507995.63,165409.26969999998,27.5,0.5,0.98335,303.275,0.5,0.75,0.1843,3,25.5,1.0,0.9667,95.5,1.0,1.0,0.2391,2.9985000000000017
86,DragonWear UM-13,Streetwear,Balanced,6,1.469722712089006,2919909.48,-123463.02,10.0,0.0,1.0,100.0,0.0,1.0,0.2308,5,10.0,2.0,0.9333,75.0,1.0,0.0,0.2857,4.0009999999999994
88,DragonWear UM-15,Streetwear,Balanced,11,1.0,66933.2,18978.104,3.0,1.0,0.9667,90.0,1.0,0.0,0.25,10,,,,,,,,1.9989999999999999
89,DragonWear UM-16,Streetwear,Balanced,4,1.8078339932498273,1583606.93,460880.97656000004,6.0,1.0,0.9667,135.0,1.0,0.6666666666666666,0.22860000000000003,3,6.0,1.0,0.9667,60.0,1.0,0.0,0.3333,3.9979999999999993
92,DragonWear UM-19,Streetwear,Balanced,5,1.6261523912835318,21943547.18,3257675.112243524,57.166666666666664,1.6666666666666667,0.9444166666666667,253.76666666666665,0.8333333333333334,0.8333333333333334,0.17248333333333332,4,62.666666666666664,0.6666666666666666,0.9777833333333333,641.8000000000001,0.5,0.8333333333333334,0.14806666666666665,4.667333333333333
93,DragonWear UM-20,Streetwear,Balanced,6,1.6209784255829285,26839510.8,9392907.358374545,104.25,1.25,0.958325,635.65,0.75,0.875,0.092475,5,102.375,0.75,0.9749875,597.3,0.375,1.0,0.0721,4.000625
94,DragonWear UM-21,Streetwear,Balanced,2,1.7262464783675737,8713657.84,231649.9230999996,30.666666666666668,5.0,0.8333333333333334,426.2,1.0,0.6666666666666666,0.23500000000000001,1,26.333333333333332,1.6666666666666667,0.9444333333333333,286.6666666666667,1.0,0.6666666666666666,0.1609,13.333666666666666
99,DragonWear UM-26,Streetwear,Balanced,4,1.0,50668.08,-3161.0099999999948,3.0,1.0,0.9667,90.0,1.0,0.0,0.25,3,,,,,,,,1.9989999999999999
100,DragonWear UM-27,Streetwear,Balanced,5,2.232420633074993,1472150.71,552168.2620000001,11.0,2.0,0.9333,47.1,1.0,0.0,0.3889,4,10.0,0.0,1.0,150.0,0.0,1.0,0.1667,4.0009999999999994
103,DragonWear UM-30,Streetwear,Balanced,8,1.513222825244359,20496398.84,5433555.656877098,219.0,1.25,0.958325,409.525,0.75,1.0,0.08604999999999999,7,215.0,0.5,0.98335,832.8,0.5,1.0,0.10715,3.499750000000002
106,DragonWear UM-33,Streetwear,Balanced,5,2.049295968572035,6708736.02,-282733.66342021327,18.4,1.8,0.9400000000000001,251.76,0.8,0.6,0.2239,4,17.4,1.4,0.9533400000000001,321.0,1.0,0.8,0.11918,6.3997999999999955
107,DragonWear UM-34,Streetwear,Balanced,3,1.7836018140185144,5901580.34,1324797.3517581522,41.166666666666664,0.6666666666666666,0.9777833333333333,390.95,0.5,0.8333333333333334,0.13076666666666667,2,39.0,1.5,0.95,218.5,1.0,1.0,0.1292,4.333166666666667
108,DragonWear UM-35,Streetwear,Balanced,3,2.577779507163494,4124264.69,580620.4291999999,11.0,1.6666666666666667,0.9444666666666667,171.5666666666667,1.0,0.3333333333333333,0.3516333333333333,2,10.333333333333334,1.6666666666666667,0.9444666666666667,121.66666666666667,1.0,0.6666666666666666,0.3058666666666667,6.665333333333333
109,DragonWear UM-36,Streetwear,Balanced,8,1.4180654041981513,11429058.09,-705787.4400976131,27.5,5.0,0.83335,35.1,1.0,0.0,0.4835,7,22.5,5.0,0.83335,48.4,1.0,0.0,0.44865,19.999
111,DragonWear UM-38,Streetwear,Balanced,9,1.0,51498.06,-2726.040000000008,3.0,0.0,1.0,90.0,0.0,0.0,0.25,8,,,,,,,,0.0
114,DragonWear UM-41,Streetwear,Balanced,8,1.6016451981467896,1202082.56,518184.55367,3.0,2.0,0.9333,18.0,1.0,0.0,0.625,7,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,8.001999999999999
115,DragonWear UM-42,Streetwear,Balanced,4,1.7889633667931164,39943441.06,3404351.6381082144,199.75,1.125,0.9625,392.15,0.75,1.0,0.1044125,3,212.0,1.2857142857142858,0.9571285714285713,666.2857142857143,0.7142857142857143,1.0,0.04847142857142857,4.821857142857144
125,DragonWear UM-52,Streetwear,Balanced,5,1.0,6779.58,441.46500000000015,3.0,0.0,1.0,90.0,0.0,0.0,0.25,4,,,,,,,,0.0
133,DragonWear UR-04,Streetwear,Standard,8,2.0088012055272744,4285719.71,484887.516302857,18.333333333333332,1.0,0.9667,75.10000000000001,1.0,0.3333333333333333,0.3355333333333333,7,17.666666666666668,0.6666666666666666,0.9777999999999999,160.5,0.6666666666666666,0.6666666666666666,0.2252333333333333,3.3316666666666697
136,DragonWear UR-07,Streetwear,Standard,12,1.8460572474869001,1155104.33,6371.499650000032,11.0,1.0,0.9666666666666667,162.56666666666666,0.6666666666666666,0.3333333333333333,0.27936666666666665,11,10.666666666666666,1.3333333333333333,0.9555666666666666,320.0,1.0,1.0,0.0911,4.666333333333336
141,DragonWear UR-12,Streetwear,Standard,10,1.6815973669484516,724907.95,-13670.974999999964,3.0,0.0,1.0,67.5,0.0,0.0,0.325,9,3.0,0.0,1.0,90.0,0.0,0.0,0.25,0.0
143,DragonWear UR-14,Streetwear,Standard,6,2.5951952131448297,753861.12,281528.37218086945,4.0,1.5,0.95,32.0,1.0,0.0,0.4921,5,3.6666666666666665,0.6666666666666666,0.9777666666666667,110.0,0.3333333333333333,0.6666666666666666,0.21666666666666667,4.333666666666668
144,DragonWear UR-15,Streetwear,Standard,8,2.249719764747655,1727164.93,-65905.15999999976,10.0,1.0,0.9666666666666667,73.66666666666667,0.6666666666666666,0.3333333333333333,0.33163333333333334,7,10.0,0.3333333333333333,0.9889,76.23333333333333,0.3333333333333333,0.3333333333333333,0.3021333333333333,2.666333333333333
150,DragonWear UR-21,Streetwear,Standard,7,2.1216901324005706,1483088.78,380088.0966417022,10.5,1.0,0.96665,107.5,0.5,0.5,0.26439999999999997,6,10.0,2.0,0.9333,127.5,1.0,0.5,0.2019,6.001499999999999
155,DragonWear UR-26,Streetwear,Standard,12,2.6032799998270946,291488.43,-17965.99499999998,3.5,1.0,0.96665,57.0,0.5,0.0,0.4028,11,3.0,2.0,0.9333,45.0,1.0,0.0,0.4,6.001499999999999
160,DragonWear UR-31,Streetwear,Standard,9,2.0330254140521937,621294.86,-77513.73999999995,7.0,1.0,0.9667,52.5,1.0,0.0,0.3636,8,6.5,0.0,1.0,135.0,0.0,0.5,0.22915,1.9989999999999999
163,DragonWear UR-34,Streetwear,Standard,4,1.7524616817235983,6650620.12,1573925.0977112504,39.25,1.25,0.95835,434.15,1.0,0.75,0.197625,3,38.5,0.25,0.991675,381.025,0.25,1.0,0.116525,2.99925
164,DragonWear UR-35,Streetwear,Standard,5,2.522938971632926,947261.95,381742.3969191489,3.0,0.75,0.975,48.75,0.5,0.0,0.4125,4,3.0,1.25,0.958325,63.75,0.75,0.0,0.35,4.000250000000001
165,DragonWear UR-36,Streetwear,Standard,4,1.6592136516178868,6219971.34,-260855.1957692317,12.166666666666666,1.5,0.9500000000000001,88.93333333333334,0.6666666666666666,0.6666666666666666,0.3184666666666667,3,11.8,0.8,0.97334,111.6,0.6,0.6,0.28636,4.599799999999998
170,DragonWear UR-41,Streetwear,Standard,12,2.221586473551294,3530074.23,1058942.59910597,32.333333333333336,1.3333333333333333,0.9555333333333333,375.26666666666665,0.6666666666666666,0.3333333333333333,0.259,11,29.0,1.5,0.95,372.5,1.0,1.0,0.0821,5.667333333333334
173,DragonWear UE-01,Streetwear,Performance,12,1.0,617838.96,-28375.08183552626,55.0,2.0,0.9333,97.1,1.0,1.0,0.2361,11,,,,,,,,4.0009999999999994
174,DragonWear UE-02,Streetwear,Performance,9,1.8608897887288978,1761453.87,80898.40248782642,12.666666666666666,1.6666666666666667,0.9444333333333333,213.33333333333334,1.0,1.0,0.15296666666666667,8,12.75,1.0,0.9667,333.75,1.0,1.0,0.08825,5.332666666666666
175,DragonWear UE-03,Streetwear,Performance,6,2.6807917566582247,150643.76,-7228.569999999987,12.0,0.0,1.0,90.0,0.0,0.0,0.25,5,,,,,,,,0.0
176,DragonWear UE-04,Streetwear,Performance,9,1.8239050067656977,334592.25,18759.502770000036,6.0,2.0,0.9333,180.0,1.0,1.0,0.1429,8,6.0,1.0,0.9667,90.0,1.0,0.0,0.25,5.999999999999999
177,DragonWear UE-05,Streetwear,Performance,12,3.343428148777538,1429156.06,-78793.95272999982,10.0,8.0,0.7333000000000001,81.8,1.0,0.5,0.4271,11,8.0,1.0,0.9667,240.0,1.0,1.0,0.1111,17.999999999999996
178,DragonWear UE-06,Streetwear,Performance,12,1.6243224965989598,873482.7,329474.06174999994,12.0,2.0,0.9333,120.0,1.0,0.5,0.23809999999999998,11,12.0,2.0,0.9333,360.0,1.0,1.0,0.0769,8.001999999999999
180,DragonWear UE-08,Streetwear,Performance,5,2.07153143346705,5105833.37,-39128.151836607256,14.25,1.0,0.966675,83.625,0.75,0.75,0.301575,4,13.75,1.5,0.950025,135.375,0.75,0.75,0.261225,4.999000000000001
181,DragonWear UE-09,Streetwear,Performance,1,2.2238430782162655,101787.78,4902.599999999999,4.0,1.0,0.9667,30.0,1.0,0.0,0.5,12,,,,,,,,1.9989999999999999
182,DragonWear UE-10,Streetwear,Performance,8,2.149774563195551,1294480.29,258040.28590909092,6.0,1.3333333333333333,0.9555333333333333,140.0,0.6666666666666666,0.6666666666666666,0.20636666666666667,7,,,,,,,,2.6673333333333327
183,DragonWear UE-11,Streetwear,Performance,6,1.704200470835707,14043038.58,-111328.73976593085,38.333333333333336,2.6666666666666665,0.9110999999999999,53.333333333333336,1.0,0.0,0.3879333333333333,5,35.0,4.666666666666667,0.8444333333333334,165.66666666666666,0.6666666666666666,0.3333333333333333,0.3463,14.667333333333335
185,DragonWear UE-13,Streetwear,Performance,5,1.9675183778108432,11659065.48,4480542.220698188,107.0,1.5,0.95,401.925,1.0,1.0,0.108375,4,105.0,1.25,0.958325,444.2,0.75,1.0,0.10525,5.500250000000002
187,DragonWear UE-15,Streetwear,Performance,4,2.4941324586966447,2635511.06,375521.4608935104,8.333333333333334,1.3333333333333333,0.9555333333333333,73.33333333333333,0.6666666666666666,0.3333333333333333,0.32693333333333335,3,7.666666666666667,0.6666666666666666,0.9777666666666667,183.33333333333334,0.3333333333333333,0.6666666666666666,0.17793333333333336,4.0009999999999994
188,DragonWear UE-16,Streetwear,Performance,7,2.6912221839361705,1433739.43,343845.67960000003,33.0,1.5,0.95,318.2,1.0,1.0,0.11604999999999999,6,32.5,0.5,0.98335,213.0,0.5,1.0,0.1607,3.999500000000003
189,DragonWear UC-01,Streetwear,Everyday,11,1.4963479671974569,75130.76,25678.38079999999,,,,,,,,10,3.0,1.0,0.9667,90.0,1.0,0.0,0.25,1.9989999999999999
190,DragonWear UC-02,Streetwear,Everyday,5,2.1455377530618085,2109844.2399999998,298467.0303999999,3.5,1.0,0.96665,24.0,0.5,0.0,0.5625,4,3.6666666666666665,0.6666666666666666,0.9777666666666667,63.333333333333336,0.3333333333333333,0.3333333333333333,0.37620000000000003,3.334166666666666
191,DragonWear UC-03,Streetwear,Everyday,9,1.8782526693169448,349724.3,-20495.023600000022,3.0,2.0,0.9333,30.0,1.0,0.0,0.5,8,3.5,1.5,0.95,105.0,1.0,0.5,0.225,7.001000000000001
193,DragonWear UC-05,Streetwear,Everyday,5,2.6256945229175783,2259531.27,374901.8687999998,5.0,2.6666666666666665,0.9110999999999999,76.0,1.0,0.3333333333333333,0.42263333333333336,4,5.5,2.0,0.9333,82.5,1.0,0.0,0.26785000000000003,9.334666666666667
195,DragonWear UC-07,Streetwear,Everyday,8,1.9668013748347495,986893.88,382820.87101999996,5.0,7.0,0.7667,15.0,1.0,0.0,0.6667,7,3.0,0.0,1.0,90.0,0.0,0.0,0.25,13.998999999999999
196,DragonWear UC-08,Streetwear,Everyday,4,2.9753071556639847,979058.13,166086.36311999997,4.0,0.5,0.98335,72.0,0.5,0.5,0.3778,3,4.0,2.0,0.9333,60.0,1.0,0.0,0.3333,5.000500000000001
197,DragonWear YY-01,GenZ,Trendy,11,1.1078330991116805,77391.08,-2963.529999999999,9.0,2.0,0.9333,90.0,1.0,0.0,0.25,10,,,,,,,,4.0009999999999994
198,DragonWear YY-02,GenZ,Trendy,11,2.1186719808699195,411021.79,143491.07850999996,15.0,1.0,0.9667,34.6,1.0,0.0,0.4643,10,12.0,2.0,0.9333,90.0,1.0,0.0,0.25,5.999999999999999
200,IndigoViet UM-02,Streetwear,Balanced,5,2.159975756860853,12492441.6,4389347.871744,28.0,1.0,0.9666666666666667,74.46666666666665,0.6666666666666666,0.3333333333333333,0.33903333333333335,4,26.0,2.0,0.9333333333333332,74.56666666666666,0.6666666666666666,0.3333333333333333,0.33876666666666666,6.000000000000003
201,IndigoViet UM-03,Streetwear,Balanced,5,2.158833868993456,19370638.01,1735332.2584156133,23.5,10.5,0.65,21.85,1.0,0.0,0.6002000000000001,4,19.0,13.0,0.56665,19.4,1.0,0.0,0.6371,47.0005
202,IndigoViet UM-04,Streetwear,Balanced,5,1.8109028583048716,32166796.1,-940221.5726016917,72.66666666666667,0.6666666666666666,0.9777666666666667,78.2,0.3333333333333333,0.3333333333333333,0.2998,4,67.33333333333333,0.3333333333333333,0.9889,69.93333333333334,0.3333333333333333,0.3333333333333333,0.32216666666666666,1.9999999999999998
204,IndigoViet UM-06,Streetwear,Balanced,7,2.1760043875520956,6313789.42,1894062.2562657644,13.333333333333334,2.3333333333333335,0.9222333333333333,43.93333333333334,1.0,0.0,0.45616666666666666,6,12.333333333333334,0.3333333333333333,0.9889,38.13333333333333,0.3333333333333333,0.0,0.4427666666666667,5.332666666666666
206,IndigoViet UM-08,Streetwear,Balanced,5,1.8139842100779984,32795735.15,13273337.555090334,175.25,1.25,0.958325,343.05,0.5,0.75,0.2075,4,166.5,1.25,0.95835,275.175,1.0,0.75,0.2168,4.999749999999999
207,IndigoViet UM-09,Streetwear,Balanced,4,2.1219621889950964,10683430.42,1756665.8331830981,13.0,7.0,0.7666666666666666,22.366666666666664,1.0,0.0,0.5883666666666666,3,11.0,0.6666666666666666,0.9777999999999999,33.93333333333333,0.6666666666666666,0.0,0.4832666666666667,15.332666666666672
210,IndigoViet UM-12,Streetwear,Balanced,12,1.0,24149.7,3395.2182432786904,3.0,2.0,0.9333,90.0,1.0,0.0,0.25,11,,,,,,,,4.0009999999999994
223,LotusWear UM-01,Streetwear,Balanced,6,1.6931721997032445,648184.16,273826.23475999996,6.0,0.0,1.0,90.0,0.0,0.0,0.25,5,6.0,1.5,0.95,180.0,1.0,1.0,0.1429,3.0000000000000013
224,LotusWear UM-02,Streetwear,Balanced,4,2.823271977046483,1909765.72,543098.6912572288,7.4,1.2,0.96,75.6,0.8,0.4,0.32358000000000003,3,7.0,1.5,0.949975,127.5,0.75,0.75,0.198225,5.40075
225,LotusWear UM-03,Streetwear,Balanced,2,2.0793202349769984,844298.81,277325.98631,9.0,0.5,0.98335,112.5,0.5,0.5,0.21589999999999998,1,9.0,2.0,0.9333,270.0,1.0,1.0,0.1,5.000500000000001
226,LotusWear UM-04,Streetwear,Balanced,9,1.1612232572014693,238438.49000000002,2234.480000000003,3.0,1.0,0.9667,90.0,1.0,0.0,0.25,8,,,,,,,,1.9989999999999999
