target,feature,gain,group
Revenue,Revenue_annual_mean_cutoff,775.8642821311951,anchor_level
Revenue,hol_days_to_labour_day,746.8349578380585,holiday_event
Revenue,Revenue_anchor_lag91,729.4756722450256,target_lag
Revenue,Revenue_anchor_lag364,719.612006187439,target_lag
Revenue,Revenue_anchor_lag14,708.26735663414,target_lag
Revenue,hol_days_since_labour_day,668.5035009384155,holiday_event
Revenue,Revenue_anchor_roll_mean7,667.3817586898804,anchor_level
Revenue,is_midmonth_window,572.7596883773804,calendar_seasonality
Revenue,is_payday_window,540.0587091445923,calendar_seasonality
Revenue,Revenue_forecast_lag14_known,483.84193897247314,target_lag
Revenue,Revenue_post_to_pre_ratio,454.248788356781,other
Revenue,hol_days_since_black_friday,429.4921383857727,holiday_event
Revenue,hol_days_to_black_friday,425.80421781539917,holiday_event
Revenue,month,405.24768829345703,calendar_seasonality
Revenue,Revenue_anchor_roll_mean182,368.52925157546997,anchor_level
Revenue,hol_days_since_tet_nguyen_dan,364.36079692840576,holiday_event
Revenue,hol_days_to_tet_nguyen_dan,318.45892238616943,holiday_event
Revenue,hol_days_to_double_1212,284.5930976867676,holiday_event
Revenue,Revenue_forecast_lag7_known,269.51204013824463,target_lag
Revenue,vn_is_tet_window,239.2762897014618,holiday_event
Revenue,Revenue_anchor_lag371,229.5501217842102,target_lag
Revenue,Revenue_anchor_roll_std28,211.40074920654297,anchor_level
Revenue,is_month_start,206.6818995475769,calendar_seasonality
Revenue,Revenue_anchor_roll_mean28,205.6085181236267,anchor_level
Revenue,horizon_183_365,179.90582084655762,horizon
Revenue,hol_days_to_singles_day_1111,178.15355157852173,holiday_event
Revenue,Revenue_anchor_roll_std91,171.9556803703308,anchor_level
Revenue,horizon_91_182,147.90586042404175,horizon
Revenue,vn_is_womens_day_2010,117.4769492149353,holiday_event
Revenue,is_month_end,105.9428505897522,calendar_seasonality
Revenue,vn_is_2nd_saturday,103.25446891784668,holiday_event
Revenue,vn_is_month_payday,82.27209949493408,holiday_event
Revenue,cutoff_month,78.56600952148438,regime_level
Revenue,Revenue_anchor_roll_median182,68.93804931640625,anchor_level
Revenue,vn_is_christmas_eve,66.49086046218872,holiday_event
Revenue,Revenue_anchor_roll_median56,64.27415037155151,anchor_level
Revenue,vn_is_tet_after_14d,54.24221992492676,holiday_event
Revenue,Revenue_anchor_roll_median7,47.62564992904663,anchor_level
Revenue,Revenue_anchor_roll_std56,42.753050327301025,anchor_level
Revenue,vn_is_valentine,39.1146297454834,holiday_event
Revenue,vn_is_midmonth_payday,37.83413028717041,holiday_event
Revenue,hol_post3_liberation_day,32.56901979446411,holiday_event
Revenue,vn_is_christmas,32.164639472961426,holiday_event
Revenue,is_weekend,31.53406000137329,calendar_seasonality
Revenue,vn_is_tet_after_7d,31.406049728393555,holiday_event
Revenue,vn_is_mid_autumn_eve_7d,23.97480010986328,holiday_event
Revenue,hol_post3_double_1212,23.664810180664062,holiday_event
Revenue,vn_is_reunification_3004,23.06254005432129,holiday_event
Revenue,hol_post3_national_day,22.11813998222351,holiday_event
Revenue,season_q2_peak,21.32360076904297,holiday_event
Revenue,vn_is_mid_autumn_day,18.671080112457275,holiday_event
Revenue,hol_post3_teachers_day,17.235889434814453,holiday_event
Revenue,hol_post3_cyber_monday,16.252370357513428,holiday_event
Revenue,hol_post3_christmas,15.122099876403809,holiday_event
Revenue,Revenue_anchor_roll_mean56,15.121950149536133,anchor_level
Revenue,vn_is_hung_kings_after_3d,11.801899909973145,holiday_event
Revenue,horizon_gt_365,11.550600051879883,horizon
Revenue,cutoff_after_2019,11.30620002746582,regime_level
Revenue,hol_pre7_valentine,11.106100082397461,holiday_event
Revenue,hol_pre7_liberation_day,10.37660026550293,holiday_event
Revenue,hol_post3_tet_eve,9.520899772644043,holiday_event
Revenue,Revenue_anchor_roll_median28,8.930230140686035,anchor_level
Revenue,vn_is_hung_kings_window,8.808989524841309,holiday_event
Revenue,Revenue_anchor_roll_mean91,8.527079582214355,anchor_level
Revenue,season_summer_transition,8.476420402526855,holiday_event
Revenue,vn_is_tet_eve_7d,8.281370162963867,holiday_event
Revenue,Revenue_anchor_roll_median91,7.951620101928711,anchor_level
Revenue,hol_pre7_cyber_monday,7.92087984085083,holiday_event
Revenue,vn_is_cyber_monday_window,7.785719871520996,holiday_event
Revenue,hol_pre7_womens_day_oct20,7.010749816894531,holiday_event
Revenue,hol_post3_mid_autumn_15_8_lunar,6.723330020904541,holiday_event
Revenue,hol_is_cyber_monday,6.46327018737793,holiday_event
Revenue,vn_is_black_friday_week,6.34689998626709,holiday_event
Revenue,hol_pre7_christmas,5.98337984085083,holiday_event
Revenue,horizon_le_90,5.493549823760986,horizon
Revenue,hol_is_tet_eve,5.263199806213379,holiday_event
Revenue,vn_is_independence_0209,0.0,holiday_event
Revenue,vn_is_new_year_0101,0.0,holiday_event
Revenue,hol_is_tet_nguyen_dan,0.0,holiday_event
Revenue,hol_pre7_tet_eve,0.0,holiday_event
Revenue,hol_pre7_tet_nguyen_dan,0.0,holiday_event
Revenue,hol_post3_new_year,0.0,holiday_event
Revenue,vn_is_hung_kings_eve_7d,0.0,holiday_event
Revenue,vn_is_hung_kings_day,0.0,holiday_event
Revenue,vn_is_black_friday,0.0,holiday_event
Revenue,vn_is_1111,0.0,holiday_event
Revenue,vn_is_1212,0.0,holiday_event
Revenue,vn_is_1111_week,0.0,holiday_event
Revenue,vn_is_tet_nguyen_dan,0.0,holiday_event
Revenue,vn_is_tet_eve_3d,0.0,holiday_event
Revenue,vn_is_1212_week,0.0,holiday_event
Revenue,quarter,0.0,calendar_seasonality
Revenue,vn_is_teachers_day_2011,0.0,holiday_event
Revenue,vn_is_labour_0105,0.0,holiday_event
Revenue,vn_is_long_weekend_mon,0.0,holiday_event
Revenue,hol_is_new_year,0.0,holiday_event
Revenue,hol_pre7_new_year,0.0,holiday_event
Revenue,vn_is_womens_day_0803,0.0,holiday_event
Revenue,hol_pre7_hung_kings_10_3_lunar,0.0,holiday_event
Revenue,hol_post3_hung_kings_10_3_lunar,0.0,holiday_event
Revenue,hol_post3_tet_nguyen_dan,0.0,holiday_event
Revenue,hol_is_hung_kings_10_3_lunar,0.0,holiday_event
Revenue,season_q1_tet_low,0.0,holiday_event
Revenue,hol_pre7_double_1212,0.0,holiday_event
Revenue,hol_is_double_1212,0.0,holiday_event
Revenue,hol_pre7_teachers_day,0.0,holiday_event
Revenue,hol_pre7_womens_day_mar8,0.0,holiday_event
Revenue,hol_post3_womens_day_mar8,0.0,holiday_event
Revenue,hol_post3_valentine,0.0,holiday_event
Revenue,hol_pre7_singles_day_1111,0.0,holiday_event
Revenue,hol_post3_singles_day_1111,0.0,holiday_event
Revenue,hol_is_singles_day_1111,0.0,holiday_event
Revenue,hol_is_christmas,0.0,holiday_event
Revenue,hol_is_valentine,0.0,holiday_event
Revenue,hol_is_mid_autumn_15_8_lunar,0.0,holiday_event
Revenue,hol_pre7_national_day,0.0,holiday_event
Revenue,hol_is_national_day,0.0,holiday_event
Revenue,hol_pre7_mid_autumn_15_8_lunar,0.0,holiday_event
Revenue,hol_is_liberation_day,0.0,holiday_event
Revenue,hol_is_labour_day,0.0,holiday_event
Revenue,hol_pre7_labour_day,0.0,holiday_event
Revenue,hol_post3_labour_day,0.0,holiday_event
Revenue,hol_post3_black_friday,0.0,holiday_event
Revenue,hol_pre7_black_friday,0.0,holiday_event
Revenue,hol_is_black_friday,0.0,holiday_event
Revenue,hol_is_womens_day_mar8,0.0,holiday_event
Revenue,hol_post3_womens_day_oct20,0.0,holiday_event
Revenue,hol_is_womens_day_oct20,0.0,holiday_event
Revenue,hol_is_teachers_day,0.0,holiday_event
Revenue,season_q4_promo,0.0,holiday_event
COGS,COGS_doy_to_recent,64194.08736085892,calendar_seasonality
COGS,COGS_doy_mean_cutoff,61311.4447016716,calendar_seasonality
COGS,COGS_forecast_lag730_known,45148.461953401566,target_lag
COGS,forecast_year,39700.15426182747,calendar_seasonality
COGS,COGS_forecast_lag364_known,31446.772166013718,target_lag
COGS,COGS_forecast_lag728_known,30601.01884317398,target_lag
COGS,COGS_forecast_lag365_known,29740.045120239258,target_lag
COGS,sin_week_1,29345.49864578247,calendar_seasonality
COGS,COGS_forecast_lag548_known,29005.706321954727,target_lag
COGS,sin_week_3,26327.289665460587,calendar_seasonality
COGS,cos_week_1,25955.41580414772,calendar_seasonality
COGS,sin_week_2,23702.12020301819,calendar_seasonality
COGS,COGS_doy_median_cutoff,23683.851778030396,calendar_seasonality
COGS,COGS_forecast_lag371_known,22404.070148944855,target_lag
COGS,cos_week_3,22010.48517179489,calendar_seasonality
COGS,day,21337.850806951523,calendar_seasonality
COGS,COGS_month_dow_mean_cutoff,20177.61851620674,calendar_seasonality
COGS,sin_year_6,19412.454500436783,calendar_seasonality
COGS,sin_year_8,18478.835510015488,calendar_seasonality
COGS,sin_year_7,17333.68002462387,calendar_seasonality
COGS,cos_week_2,16019.103999137878,calendar_seasonality
COGS,COGS_dow_mean_cutoff,14470.74367761612,calendar_seasonality
COGS,cos_year_7,13945.590277910233,calendar_seasonality
COGS,sin_year_5,13801.612710475922,calendar_seasonality
COGS,cos_year_6,13638.947180509567,calendar_seasonality
COGS,cos_year_5,13485.617067098618,calendar_seasonality
COGS,cos_year_8,12107.90121626854,calendar_seasonality
COGS,sin_year_4,11811.241624832153,calendar_seasonality
COGS,COGS_forecast_lag182_known,11090.789376974106,target_lag
COGS,COGS_anchor_2y_ratio730,10573.78774356842,target_lag
COGS,sin_year_3,10322.38529253006,calendar_seasonality
COGS,cos_year_3,10229.104636907578,calendar_seasonality
COGS,cos_year_4,9295.780575275421,calendar_seasonality
COGS,COGS_month_mean_cutoff,9190.73870253563,calendar_seasonality
COGS,vn_days_to_mid_autumn,8917.992625236511,holiday_event
COGS,vn_days_to_hung_kings,8636.29839515686,holiday_event
COGS,sin_year_2,8423.486357927322,calendar_seasonality
COGS,cos_year_2,7537.412233829498,calendar_seasonality
COGS,hol_days_since_mid_autumn_15_8_lunar,7314.562871456146,holiday_event
COGS,vn_days_since_hung_kings,7164.437882900238,holiday_event
COGS,vn_days_since_tet,6976.4828815460205,holiday_event
COGS,vn_days_to_tet,6975.905622243881,holiday_event
COGS,horizon,6326.422561407089,horizon
COGS,COGS_month_to_recent,5962.544335842133,calendar_seasonality
COGS,cutoff_year,5874.585124969482,regime_level
COGS,sin_year_1,5632.384863376617,calendar_seasonality
COGS,hol_days_to_national_day,5200.887762308121,holiday_event
COGS,cos_year_1,5054.915667772293,calendar_seasonality
COGS,COGS_forecast_lag91_known,4714.525297164917,target_lag
COGS,dow,4697.426847934723,calendar_seasonality
COGS,COGS_anchor_yoy_ratio365,4331.6671352386475,target_lag
COGS,hol_days_to_tet_eve,3250.79563832283,holiday_event
COGS,doy,3236.1428651809692,calendar_seasonality
COGS,hol_days_since_womens_day_mar8,3072.34278011322,holiday_event
COGS,hol_days_to_liberation_day,2985.2160456180573,holiday_event
COGS,hol_days_since_national_day,2765.1151440143585,holiday_event
COGS,vn_days_since_black_friday,2760.372992515564,holiday_event
COGS,COGS_forecast_lag56_known,2512.762011051178,target_lag
COGS,vn_days_to_black_friday,2457.4661610126495,holiday_event
COGS,hol_days_since_liberation_day,2348.4223017692566,holiday_event
COGS,COGS_anchor_roll_mean365,2321.6732535362244,anchor_level
COGS,hol_days_since_singles_day_1111,2296.9276971817017,holiday_event
COGS,COGS_anchor_lag548,2283.3917338848114,target_lag
COGS,hol_days_to_valentine,2163.194845199585,holiday_event
COGS,hol_days_since_womens_day_oct20,2064.070104122162,holiday_event
COGS,cutoff_dow,2041.0581560134888,regime_level
COGS,hol_days_since_valentine,1983.2858419418335,holiday_event
COGS,COGS_anchor_lag56,1975.4551391601562,target_lag
COGS,hol_days_since_tet_eve,1915.664866924286,holiday_event
COGS,COGS_anchor_roll_std7,1777.280652999878,anchor_level
COGS,COGS_anchor_lag728,1760.4637806415558,target_lag
COGS,week,1748.5650849342346,calendar_seasonality
COGS,hol_days_since_teachers_day,1638.061939239502,holiday_event
COGS,COGS_anchor_lag182,1628.3854341506958,target_lag
COGS,vn_days_to_1111,1598.428561449051,holiday_event
COGS,hol_days_since_cyber_monday,1535.0153419971466,holiday_event
COGS,COGS_recent_vs_hist,1522.9663200378418,regime_level
COGS,COGS_anchor_lag730,1518.062409877777,target_lag
COGS,COGS_post_break_mean_cutoff,1456.1146821975708,regime_level
COGS,COGS_anchor_roll_std365,1439.2297492027283,anchor_level
COGS,hol_days_to_womens_day_oct20,1423.436818599701,holiday_event
COGS,hol_days_to_hung_kings_10_3_lunar,1347.4516997337341,holiday_event
COGS,hol_days_to_new_year,1319.6517395973206,holiday_event
COGS,hol_days_to_mid_autumn_15_8_lunar,1215.5514578819275,holiday_event
COGS,hol_days_to_christmas,1210.4536814689636,holiday_event
COGS,vn_days_to_1212,1173.589921951294,holiday_event
COGS,COGS_anchor_roll_mean7,1117.8322958946228,anchor_level
COGS,hol_days_since_hung_kings_10_3_lunar,1115.5687317848206,holiday_event
COGS,COGS_anchor_lag7,1073.6371212005615,target_lag
COGS,hol_days_since_labour_day,1072.0974159240723,holiday_event
COGS,hol_days_to_womens_day_mar8,1042.6975779533386,holiday_event
COGS,COGS_anchor_lag14,989.2043387889862,target_lag
COGS,hol_days_to_labour_day,981.569895029068,holiday_event
COGS,hol_days_since_christmas,974.4686579704285,holiday_event
COGS,hol_days_since_double_1212,965.8856081962585,holiday_event
COGS,COGS_anchor_roll_std182,952.3539147377014,anchor_level
COGS,COGS_anchor_roll_median365,948.0744876861572,anchor_level
COGS,COGS_anchor_latest,923.8584475517273,anchor_level
COGS,COGS_forecast_lag28_known,892.6943986415863,target_lag
COGS,COGS_anchor_lag365,863.5462307929993,target_lag
COGS,hol_days_to_cyber_monday,853.4309949874878,holiday_event
COGS,COGS_anchor_lag364,811.1922798156738,target_lag
COGS,COGS_pre_break_mean_cutoff,789.4300198554993,regime_level
COGS,hol_days_since_new_year,773.1873559951782,holiday_event
COGS,COGS_anchor_lag28,758.1972970962524,target_lag
COGS,COGS_anchor_lag91,685.6696677207947,target_lag
COGS,is_payday_window,674.2850131988525,calendar_seasonality
COGS,hol_days_to_teachers_day,661.8726334571838,holiday_event
COGS,COGS_forecast_lag14_known,637.5714902877808,target_lag
COGS,is_midmonth_window,509.370210647583,calendar_seasonality
COGS,hol_days_to_black_friday,486.282612323761,holiday_event
COGS,COGS_anchor_roll_mean28,462.3643398284912,anchor_level
COGS,COGS_anchor_lag371,443.75208139419556,target_lag
COGS,hol_days_since_black_friday,427.46160340309143,holiday_event
COGS,COGS_annual_mean_cutoff,400.7603793144226,anchor_level
COGS,hol_days_to_tet_nguyen_dan,353.8919606208801,holiday_event
COGS,COGS_anchor_roll_std56,347.3508496284485,anchor_level
COGS,COGS_post_to_pre_ratio,324.96593952178955,other
COGS,horizon_183_365,299.10660791397095,horizon
COGS,COGS_anchor_roll_mean56,278.96769189834595,anchor_level
COGS,hol_days_since_tet_nguyen_dan,265.0713770389557,holiday_event
COGS,vn_is_tet_window,257.57285022735596,holiday_event
COGS,COGS_forecast_lag7_known,251.67645978927612,target_lag
COGS,COGS_anchor_roll_mean182,246.5751509666443,anchor_level
COGS,horizon_91_182,245.13527941703796,horizon
COGS,COGS_anchor_roll_std28,232.89811992645264,anchor_level
COGS,is_month_start,231.9289288520813,calendar_seasonality
COGS,month,219.15247201919556,calendar_seasonality
COGS,hol_days_to_double_1212,183.37214994430542,holiday_event
COGS,hol_days_to_singles_day_1111,163.61081051826477,holiday_event
COGS,COGS_anchor_roll_median7,149.27627229690552,anchor_level
COGS,is_month_end,108.10852861404419,calendar_seasonality
COGS,cutoff_month,93.12012004852295,regime_level
COGS,COGS_anchor_roll_median182,91.35115003585815,anchor_level
COGS,vn_is_midmonth_payday,87.58649921417236,holiday_event
COGS,vn_is_2nd_saturday,83.25997924804688,holiday_event
COGS,COGS_anchor_roll_std91,78.89715909957886,anchor_level
COGS,is_weekend,68.11491918563843,calendar_seasonality
COGS,vn_is_new_year_0101,56.06274890899658,holiday_event
COGS,COGS_anchor_roll_median28,47.10967969894409,anchor_level
COGS,vn_is_christmas_eve,46.7448091506958,holiday_event
COGS,vn_is_mid_autumn_day,37.24550914764404,holiday_event
COGS,vn_is_valentine,35.03606939315796,holiday_event
COGS,vn_is_long_weekend_mon,34.52542972564697,holiday_event
COGS,COGS_anchor_roll_median91,28.328609943389893,anchor_level
COGS,hol_post3_valentine,26.69059944152832,holiday_event
COGS,vn_is_month_payday,25.562880039215088,holiday_event
COGS,hol_post3_teachers_day,24.765710830688477,holiday_event
COGS,horizon_le_90,20.711959838867188,horizon
COGS,vn_is_cyber_monday_window,19.558899879455566,holiday_event
COGS,vn_is_christmas,18.227039337158203,holiday_event
COGS,cutoff_after_2019,16.07830047607422,regime_level
COGS,vn_is_reunification_3004,15.150300025939941,holiday_event
COGS,hol_pre7_womens_day_oct20,14.834579944610596,holiday_event
COGS,hol_post3_cyber_monday,14.645400047302246,holiday_event
COGS,COGS_anchor_roll_median56,12.898260116577148,anchor_level
COGS,vn_is_hung_kings_window,12.46500015258789,holiday_event
COGS,vn_is_hung_kings_after_3d,11.319499969482422,holiday_event
COGS,vn_is_tet_eve_3d,11.24839973449707,holiday_event
COGS,vn_is_tet_after_7d,10.879119873046875,holiday_event
COGS,hol_pre7_christmas,10.660099983215332,holiday_event
COGS,vn_is_1212_week,10.593700408935547,holiday_event
COGS,season_q2_peak,10.303120136260986,holiday_event
COGS,season_summer_transition,9.546119689941406,holiday_event
COGS,vn_is_womens_day_2010,8.68326997756958,holiday_event
COGS,horizon_gt_365,7.760509967803955,horizon
COGS,hol_pre7_new_year,7.328350067138672,holiday_event
COGS,hol_pre7_cyber_monday,7.291140079498291,holiday_event
COGS,hol_post3_double_1212,6.805659770965576,holiday_event
COGS,COGS_anchor_roll_mean91,6.745279788970947,anchor_level
COGS,hol_post3_liberation_day,6.470459938049316,holiday_event
COGS,hol_pre7_liberation_day,6.16431999206543,holiday_event
COGS,hol_post3_labour_day,5.565030097961426,holiday_event
COGS,hol_post3_tet_nguyen_dan,0.0,holiday_event
COGS,hol_post3_hung_kings_10_3_lunar,0.0,holiday_event
COGS,hol_is_tet_eve,0.0,holiday_event
COGS,vn_is_labour_0105,0.0,holiday_event
COGS,hol_is_new_year,0.0,holiday_event
COGS,hol_is_hung_kings_10_3_lunar,0.0,holiday_event
COGS,hol_post3_tet_eve,0.0,holiday_event
COGS,hol_pre7_tet_eve,0.0,holiday_event
COGS,hol_is_tet_nguyen_dan,0.0,holiday_event
COGS,hol_pre7_tet_nguyen_dan,0.0,holiday_event
COGS,vn_is_hung_kings_eve_7d,0.0,holiday_event
COGS,vn_is_hung_kings_day,0.0,holiday_event
COGS,vn_is_black_friday_week,0.0,holiday_event
COGS,vn_is_black_friday,0.0,holiday_event
COGS,vn_is_tet_eve_7d,0.0,holiday_event
COGS,vn_is_tet_nguyen_dan,0.0,holiday_event
COGS,vn_is_mid_autumn_eve_7d,0.0,holiday_event
COGS,vn_is_tet_after_14d,0.0,holiday_event
COGS,vn_is_1212,0.0,holiday_event
COGS,vn_is_1111,0.0,holiday_event
COGS,quarter,0.0,calendar_seasonality
COGS,vn_is_teachers_day_2011,0.0,holiday_event
COGS,vn_is_independence_0209,0.0,holiday_event
COGS,hol_post3_new_year,0.0,holiday_event
COGS,vn_is_1111_week,0.0,holiday_event
COGS,vn_is_womens_day_0803,0.0,holiday_event
COGS,hol_pre7_hung_kings_10_3_lunar,0.0,holiday_event
COGS,hol_pre7_double_1212,0.0,holiday_event
COGS,season_q1_tet_low,0.0,holiday_event
COGS,hol_pre7_singles_day_1111,0.0,holiday_event
COGS,hol_post3_singles_day_1111,0.0,holiday_event
COGS,hol_is_christmas,0.0,holiday_event
COGS,hol_is_double_1212,0.0,holiday_event
COGS,hol_is_singles_day_1111,0.0,holiday_event
COGS,hol_post3_womens_day_oct20,0.0,holiday_event
COGS,hol_pre7_womens_day_mar8,0.0,holiday_event
COGS,hol_is_womens_day_mar8,0.0,holiday_event
COGS,hol_post3_womens_day_mar8,0.0,holiday_event
COGS,hol_is_teachers_day,0.0,holiday_event
COGS,hol_is_womens_day_oct20,0.0,holiday_event
COGS,hol_post3_christmas,0.0,holiday_event
COGS,hol_pre7_valentine,0.0,holiday_event
COGS,hol_post3_black_friday,0.0,holiday_event
COGS,hol_is_mid_autumn_15_8_lunar,0.0,holiday_event
COGS,hol_is_national_day,0.0,holiday_event
COGS,hol_post3_national_day,0.0,holiday_event
COGS,hol_is_labour_day,0.0,holiday_event
COGS,hol_is_liberation_day,0.0,holiday_event
COGS,hol_pre7_labour_day,0.0,holiday_event
COGS,hol_pre7_national_day,0.0,holiday_event
COGS,hol_post3_mid_autumn_15_8_lunar,0.0,holiday_event
COGS,hol_pre7_black_friday,0.0,holiday_event
COGS,hol_is_black_friday,0.0,holiday_event
COGS,hol_pre7_mid_autumn_15_8_lunar,0.0,holiday_event
COGS,hol_is_valentine,0.0,holiday_event
COGS,hol_is_cyber_monday,0.0,holiday_event
COGS,hol_pre7_teachers_day,0.0,holiday_event
COGS,season_q4_promo,0.0,holiday_event
