product_id,product_name,category,segment,avg_stock_on_hand,total_units_sold_inv,avg_units_received,avg_stockout_days,stockout_rate,overstock_rate,reorder_rate,avg_days_supply,avg_sell_through,avg_fill_rate,revenue,gross_margin,promo_revenue_share,return_rate_qty,overstock_score
20,DragonWear MA-20,Casual,All-weather,3.0,4,1.0,1.25,0.75,0.0,0.0,90.0,0.25,0.958325,56738.63,9180.994700000001,0.0,0.2222222222222222,0.0
21,DragonWear MA-21,Casual,All-weather,3.8214285714285716,57,2.107142857142857,1.0357142857142858,0.5714285714285714,0.17857142857142858,0.0,72.82142857142857,0.33135000000000003,0.9654642857142858,1012213.65,94190.35578694739,0.29482539580453193,0.014563106796116505,0.45628539540816326
22,DragonWear MA-22,Casual,All-weather,3.0,4,1.3333333333333333,1.0,0.6666666666666666,0.0,0.0,75.0,0.3,0.9666666666666667,67252.34,28868.80249999999,0.7034782730236598,0.0,0.0
23,DragonWear MA-23,Casual,All-weather,4.1,39,4.2,2.2,0.8,0.2,0.0,65.3,0.42381,0.92667,977786.51,287915.08685,0.4019261627980529,0.042735042735042736,0.47247579999999995
26,DragonWear MA-26,Casual,All-weather,149.78095238095239,1382,15.247619047619047,0.9333333333333333,0.6095238095238096,0.8857142857142857,0.0,530.6628571428571,0.11026,0.968887619047619,41446425.1,3341935.99143084,0.307966950085642,0.02677029360967185,118.03569262040814
27,DragonWear MA-27,Casual,All-weather,9.0,28,1.8666666666666667,0.8666666666666667,0.5333333333333333,0.8,0.0,178.5,0.16656666666666667,0.9711066666666668,263763.09,-1401.0349319999823,0.5211430075375595,0.05357142857142857,6.00072
28,DragonWear MA-28,Casual,All-weather,9.0,13,2.1666666666666665,1.0,0.6666666666666666,0.5,0.0,157.5,0.18863333333333332,0.9666666666666667,182898.84999999998,90803.60725,0.0,0.0,3.65115
29,DragonWear MA-29,Casual,All-weather,9.0,12,2.4,1.0,0.8,0.6,0.0,139.5,0.20425999999999997,0.96668,157603.03,-9809.389999999985,0.8034256701790569,0.2857142857142857,4.296995999999999
30,DragonWear MA-30,Casual,All-weather,6.0,2,2.0,2.0,1.0,0.0,0.0,90.0,0.25,0.9333,71207.92,16521.82084,0.0,0.0,0.0
31,DragonWear MA-31,Casual,All-weather,33.82142857142857,188,7.678571428571429,1.0,0.6785714285714286,0.7142857142857143,0.0,268.99285714285713,0.17269285714285715,0.9666678571428572,5693731.13,530836.9024451064,0.20630946617951737,0.016819571865443424,19.986221027696793
35,DragonWear MA-35,Casual,All-weather,3.0,1,1.0,2.0,1.0,0.0,0.0,90.0,0.25,0.9333,,,,,0.0
36,DragonWear MA-36,Casual,All-weather,69.29411764705883,406,9.254901960784315,1.0980392156862746,0.7254901960784313,0.8627450980392157,0.0,606.8039215686274,0.11647058823529413,0.9633980392156862,7977591.74,2720228.2766718967,0.28368512124437195,0.047619047619047616,52.82018047357352
37,DragonWear MA-37,Casual,All-weather,3.0,1,1.0,2.0,1.0,0.0,0.0,90.0,0.25,0.9333,,,,,0.0
38,DragonWear MA-38,Casual,All-weather,8.130434782608695,62,2.869565217391304,1.391304347826087,0.7391304347826086,0.4782608695652174,0.0,137.67391304347825,0.23231304347826084,0.9536173913043478,1082375.81,56473.47799999997,0.41917240371438086,0.04128440366972477,2.9851267855675188
40,DragonWear MA-40,Casual,All-weather,9.0,30,1.5789473684210527,0.8947368421052632,0.6842105263157895,0.7368421052631579,0.0,221.44736842105263,0.14251052631578948,0.9701842105263158,1017187.21,245.9350000000668,0.23477662484568598,0.047058823529411764,5.686509141274238
42,DragonWear MA-42,Casual,All-weather,6.0,10,1.1111111111111112,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.0,170.0,0.1548,0.9703666666666666,433839.4,76505.02288000003,0.672921339094605,0.0,4.5077333333333325
43,DragonWear MA-43,Casual,All-weather,3.0,22,1.4666666666666666,0.6666666666666666,0.4666666666666667,0.0,0.0,71.0,0.31666666666666665,0.97778,433332.87,-8788.465568181768,0.5078188275909002,0.0,0.0
45,DragonWear MA-45,Casual,All-weather,9.0,21,1.9090909090909092,1.0909090909090908,0.6363636363636364,0.6363636363636364,0.0,180.0,0.1694181818181818,0.9636272727272727,376832.49,138365.181312,0.23871174165476017,0.028985507246376812,4.7569685950413225
48,DragonWear RP-03,Outdoor,Activewear,3.0,1,1.0,2.0,1.0,0.0,0.0,90.0,0.25,0.9333,3533.8,1512.33097,1.0,0.0,0.0
49,DragonWear RP-04,Outdoor,Activewear,3.0,1,1.0,2.0,1.0,0.0,0.0,90.0,0.25,0.9333,1422.4,618.6909820000001,1.0,0.0,0.0
52,DragonWear RP-07,Outdoor,Activewear,3.0,4,1.0,1.0,0.75,0.0,0.0,90.0,0.25,0.966675,59636.03999999999,6658.986570000001,0.0,0.0,0.0
53,DragonWear RP-08,Outdoor,Activewear,3.0,4,1.0,0.75,0.5,0.0,0.0,90.0,0.25,0.975,60798.71,6998.6882000000005,0.0,0.0,0.0
54,DragonWear RP-09,Outdoor,Activewear,3.25,30,1.55,1.1,0.65,0.15,0.0,83.5,0.2875,0.96333,484245.69,58674.319238400014,0.44433169864661054,0.01834862385321101,0.34734375
55,DragonWear RP-10,Outdoor,Activewear,3.25,30,1.55,1.15,0.8,0.15,0.0,83.5,0.2875,0.961675,446632.32,-22581.026699999886,0.5013021001256693,0.0,0.34734375
56,DragonWear RP-11,Outdoor,Activewear,3.0,11,1.2222222222222223,1.2222222222222223,0.7777777777777778,0.0,0.0,83.33333333333333,0.2777777777777778,0.9592555555555555,155781.59,5605.589136363667,0.21294788427823855,0.0,0.0
57,DragonWear RP-12,Outdoor,Activewear,3.0,11,1.2222222222222223,1.1111111111111112,0.7777777777777778,0.0,0.0,83.33333333333333,0.2777777777777778,0.9629666666666667,113207.13,1448.2456363636593,0.3453969727878447,0.0,0.0
58,DragonWear RP-13,Outdoor,Activewear,3.0,24,1.6,1.4,0.7333333333333333,0.0,0.0,78.74666666666667,0.30182000000000003,0.9533266666666668,386302.12,96596.65110624996,0.2415234739068996,0.06451612903225806,0.0
59,DragonWear RP-14,Outdoor,Activewear,3.6666666666666665,24,1.7333333333333334,1.6,0.8666666666666667,0.26666666666666666,0.0,95.25333333333333,0.2721466666666667,0.94666,428737.3,52237.75328125,0.29857682081778286,0.009523809523809525,0.7116788148148147
60,DragonWear RP-15,Outdoor,Activewear,3.0,3,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,90.0,0.25,0.9889,15504.810000000001,-1014.569184,1.0,0.0,0.0
61,DragonWear RP-16,Outdoor,Activewear,3.0,3,1.0,1.3333333333333333,0.6666666666666666,0.0,0.0,90.0,0.25,0.9555333333333333,32550.4,4587.291904,1.0,0.0,0.0
62,DragonWear RP-17,Outdoor,Activewear,6.0,19,1.5833333333333333,1.0,0.75,0.5,0.0,132.5,0.20339166666666667,0.966675,342107.44,113077.81835326315,0.4379271318975115,0.05194805194805195,2.389825
63,DragonWear RP-18,Outdoor,Activewear,6.0,19,1.5833333333333333,1.1666666666666667,0.75,0.5,0.0,132.5,0.20339166666666667,0.9611083333333333,307513.86,11288.768108526292,0.36377202640557404,0.043478260869565216,2.389825
64,DragonWear RP-19,Outdoor,Activewear,3.0,9,1.2857142857142858,1.4285714285714286,0.8571428571428571,0.0,0.0,77.14285714285714,0.2928571428571428,0.9523714285714285,128128.99,6055.339000000004,0.0,0.0,0.0
65,DragonWear RP-20,Outdoor,Activewear,3.0,9,1.2857142857142858,0.7142857142857143,0.5714285714285714,0.0,0.0,77.14285714285714,0.2928571428571428,0.9762000000000001,130527.09999999999,10577.454939999994,0.04836742714731271,0.02857142857142857,0.0
66,DragonWear RP-21,Outdoor,Activewear,3.0,15,1.3636363636363635,1.0,0.7272727272727273,0.0,0.0,76.36363636363636,0.3,0.9666727272727272,248244.92,-10481.602599999982,0.5320924593341124,0.14814814814814814,0.0
67,DragonWear RP-22,Outdoor,Activewear,3.0,15,1.3636363636363635,1.2727272727272727,0.8181818181818182,0.0,0.0,76.36363636363636,0.3,0.9575727272727274,245619.3,14938.127241599981,0.3481186535422909,0.0,0.0
70,DragonWear RS-03,Outdoor,Premium,6.0,3,1.5,1.0,0.5,0.5,0.0,135.0,0.19645,0.96665,75168.76,9014.934261999999,0.795234350014554,0.0,2.41065
71,DragonWear RS-04,Outdoor,Premium,3.0,1,1.0,2.0,1.0,0.0,0.0,90.0,0.25,0.9333,,,,,0.0
73,DragonWear RS-06,Outdoor,Premium,3.0,5,1.25,1.0,0.75,0.0,0.0,78.75,0.2875,0.966675,56173.369999999995,-2840.0358181818096,0.3821832302388125,0.0,0.0
74,DragonWear UM-01,Streetwear,Balanced,6.8,104,5.6,1.5,0.65,0.1,0.0,54.325,0.418825,0.95,4520596.47,1264679.5546426228,0.37983885564552505,0.02956989247311828,0.395199
76,DragonWear UM-03,Streetwear,Balanced,26.93103448275862,147,5.448275862068965,1.1724137931034482,0.8620689655172413,0.896551724137931,0.0,266.40000000000003,0.15568275862068967,0.9609275862068966,5507995.63,165409.26969999998,0.31283180048565146,0.019400352733686066,20.386095010045512
86,DragonWear UM-13,Streetwear,Balanced,9.157894736842104,63,3.5789473684210527,1.0,0.631578947368421,0.5263157894736842,0.0,123.01578947368422,0.2545263157894737,0.9666631578947368,2919909.48,-123463.02,0.2051477054692805,0.0,3.5931418574136167
88,DragonWear UM-15,Streetwear,Balanced,3.0,1,1.0,1.0,1.0,0.0,0.0,90.0,0.25,0.9667,66933.2,18978.104,1.0,0.0,0.0
89,DragonWear UM-16,Streetwear,Balanced,6.285714285714286,49,1.8214285714285714,0.8214285714285714,0.5357142857142857,0.6428571428571429,0.0,148.275,0.19902857142857142,0.9726214285714285,1583606.93,460880.97656000004,0.41807051197988887,0.041666666666666664,3.236578425655977
92,DragonWear UM-19,Streetwear,Balanced,59.23529411764706,579,9.705882352941176,1.0294117647058822,0.6911764705882353,0.8529411764705882,0.0,397.82205882352946,0.14231764705882352,0.9656867647058824,21943547.18,3257675.112243524,0.3330988458721923,0.028361858190709046,43.33373313657643
93,DragonWear UM-20,Streetwear,Balanced,99.96969696969697,693,7.888888888888889,0.9393939393939394,0.6565656565656566,0.9797979797979798,0.0,863.5757575757576,0.07361010101010101,0.968689898989899,26839510.8,9392907.358374545,0.30016737786442815,0.039703315881326355,90.73998985199407
94,DragonWear UM-21,Streetwear,Balanced,26.763157894736842,229,6.7894736842105265,1.605263157894737,0.8421052631578947,0.7368421052631579,0.0,217.0157894736842,0.2001921052631579,0.9464973684210527,8713657.84,231649.9230999996,0.2078450890837366,0.03634232121922626,15.772388926957282
99,DragonWear UM-26,Streetwear,Balanced,3.0,1,1.0,1.0,1.0,0.0,0.0,90.0,0.25,0.9667,50668.08,-3161.0099999999948,1.0,0.0,0.0
100,DragonWear UM-27,Streetwear,Balanced,9.8,31,3.3,1.3,0.8,0.4,0.0,130.70999999999998,0.22694999999999999,0.95666,1472150.71,552168.2620000001,0.11448782984997508,0.08333333333333333,3.0303560000000003
103,DragonWear UM-30,Streetwear,Balanced,222.78048780487805,691,19.73170731707317,1.0975609756097562,0.6829268292682927,1.0,0.0,1028.7121951219513,0.07291463414634146,0.963409756097561,20496398.84,5433555.656877098,0.2840287264823736,0.03117619272555503,206.53653004164187
106,DragonWear UM-33,Streetwear,Balanced,17.482142857142858,253,5.0,1.4107142857142858,0.8035714285714286,0.625,0.0,256.75714285714287,0.20436964285714285,0.9529857142857143,6708736.02,-282733.66342021327,0.3195590679986243,0.026856240126382307,8.693327228156889
107,DragonWear UM-34,Streetwear,Balanced,43.52459016393443,287,5.278688524590164,1.0327868852459017,0.6721311475409836,0.9016393442622951,0.0,578.088524590164,0.1045295081967213,0.965572131147541,5901580.34,1324797.3517581522,0.4809707360520318,0.03991811668372569,35.14138096360489
108,DragonWear UM-35,Streetwear,Balanced,11.5,117,4.607142857142857,1.3214285714285714,0.7857142857142857,0.4642857142857143,0.0,168.5107142857143,0.2709464285714286,0.9559607142857143,4124264.69,580620.4291999999,0.4138494394257707,0.04603580562659847,3.892625318877551
109,DragonWear UM-36,Streetwear,Balanced,26.3,261,15.15,2.25,0.8,0.15,0.0,75.97999999999999,0.350955,0.925,11429058.09,-705787.4400976131,0.4096460428437633,0.019653179190751446,2.560482525
111,DragonWear UM-38,Streetwear,Balanced,3.0,1,1.0,0.0,0.0,0.0,0.0,90.0,0.25,1.0,51498.06,-2726.040000000008,1.0,0.0,0.0
114,DragonWear UM-41,Streetwear,Balanced,3.0,36,3.0,1.8333333333333333,1.0,0.0,0.0,45.324999999999996,0.4535666666666667,0.9388833333333334,1202082.56,518184.55367,0.3730592098432906,0.0,0.0
115,DragonWear UM-42,Streetwear,Balanced,210.3913043478261,1162,14.804347826086957,1.1304347826086956,0.7608695652173914,0.9891304347826086,0.0,815.866304347826,0.06403478260869566,0.9623195652173913,39943441.06,3404351.6381082144,0.30789225949578214,0.04312736443883985,194.7785196186406
125,DragonWear UM-52,Streetwear,Balanced,3.0,1,1.0,0.0,0.0,0.0,0.0,90.0,0.25,1.0,6779.58,441.46500000000015,0.0,0.0,0.0
133,DragonWear UR-04,Streetwear,Standard,19.435897435897434,147,4.0256410256410255,1.0,0.6666666666666666,0.7692307692307693,0.0,305.5025641025641,0.15835641025641026,0.9666666666666668,4285719.71,484887.516302857,0.24008422846672817,0.019083969465648856,12.5831526829515
136,DragonWear UR-07,Streetwear,Standard,10.03125,87,2.9375,1.0625,0.75,0.6875,0.0,197.925,0.2022625,0.9645875,1155104.33,6371.499650000032,0.3965864191678686,0.058365758754863814,5.501584204101563
141,DragonWear UR-12,Streetwear,Standard,3.0,22,1.375,0.875,0.5,0.0,0.0,75.0,0.303125,0.970825,724907.95,-13670.974999999964,0.3495475942842122,0.05263157894736842,0.0
143,DragonWear UR-14,Streetwear,Standard,3.8333333333333335,46,1.9583333333333333,0.875,0.5416666666666666,0.4166666666666667,0.0,82.41666666666667,0.30522916666666666,0.9708291666666667,753861.12,281528.37218086945,0.41768568725231514,0.03355704697986577,1.1097034143518518
144,DragonWear UR-15,Streetwear,Standard,9.88,86,3.72,0.96,0.64,0.4,0.0,125.492,0.25458400000000003,0.968,1727164.93,-65905.15999999976,0.31858864225549094,0.02147239263803681,2.9458840320000004
150,DragonWear UR-21,Streetwear,Standard,10.363636363636363,65,3.0454545454545454,1.2727272727272727,0.8636363636363636,0.5454545454545454,0.0,146.47727272727272,0.21414545454545453,0.9575772727272728,1483088.78,380088.0966417022,0.4574700848320085,0.020161290322580645,4.442351314800901
155,DragonWear UR-26,Streetwear,Standard,3.0714285714285716,23,1.7142857142857142,1.2142857142857142,0.7857142857142857,0.0,0.0,69.21428571428571,0.3254,0.9595214285714286,291488.43,-17965.99499999998,0.6644773859463308,0.0,0.0
160,DragonWear UR-31,Streetwear,Standard,6.833333333333333,21,1.8333333333333333,0.75,0.5,0.75,0.0,148.125,0.19695833333333335,0.975,621294.86,-77513.73999999995,0.5438571469913658,0.09523809523809523,4.115588541666667
163,DragonWear UR-34,Streetwear,Standard,36.53191489361702,312,7.425531914893617,1.0212765957446808,0.6382978723404256,0.7872340425531915,0.0,307.9,0.16797872340425532,0.9659531914893617,6650620.12,1573925.0977112504,0.31008018241763596,0.025998142989786442,23.928238877705326
164,DragonWear UR-35,Streetwear,Standard,3.0,47,2.1363636363636362,1.1363636363636365,0.7727272727272727,0.0,0.0,54.88636363636363,0.3915545454545455,0.9621227272727272,947261.95,381742.3969191489,0.257147772060305,0.046052631578947366,0.0
165,DragonWear UR-36,Streetwear,Standard,12.647058823529411,233,3.6911764705882355,1.1029411764705883,0.7058823529411765,0.6764705882352942,0.0,178.51617647058825,0.2323323529411765,0.9632397058823529,6219971.34,-260855.1957692317,0.3758142654078532,0.023142509135200974,6.567675630979036
170,DragonWear UR-41,Streetwear,Standard,31.06451612903226,134,4.741935483870968,0.9354838709677419,0.5806451612903226,0.8709677419354839,0.0,524.9483870967741,0.11410322580645162,0.9688129032258065,3530074.23,1058942.59910597,0.44733602386599103,0.021739130434782608,23.968992742774663
173,DragonWear UE-01,Streetwear,Performance,55.0,17,21.0,2.0,1.0,1.0,0.0,97.1,0.2361,0.9333,617838.96,-28375.08183552626,1.0,0.08333333333333333,42.0145
174,DragonWear UE-02,Streetwear,Performance,12.911764705882353,69,2.0588235294117645,1.1176470588235294,0.7352941176470589,0.9411764705882353,0.0,258.1264705882353,0.1298029411764706,0.9627441176470588,1761453.87,80898.40248782642,0.22463896826318816,0.03153153153153153,10.574851455322612
175,DragonWear UE-03,Streetwear,Performance,12.0,11,1.8333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0,255.0,0.12775,0.9777999999999999,150643.76,-7228.569999999987,0.15803216807652704,0.22727272727272727,8.7225
176,DragonWear UE-04,Streetwear,Performance,6.0,15,1.6666666666666667,1.3333333333333333,0.7777777777777778,0.4444444444444444,0.0,126.66666666666667,0.21165555555555557,0.9555444444444444,334592.25,18759.502770000036,0.3889284345348704,0.046511627906976744,2.1022518518518516
177,DragonWear UE-05,Streetwear,Performance,8.357142857142858,54,4.142857142857143,2.0714285714285716,0.7142857142857143,0.5714285714285714,0.0,155.00714285714284,0.25338571428571427,0.9309428571428572,1429156.06,-78793.95272999982,0.6627281488069259,0.016853932584269662,3.565464139941691
178,DragonWear UE-06,Streetwear,Performance,12.0,51,2.217391304347826,1.3043478260869565,0.782608695652174,0.8260869565217391,0.0,237.3913043478261,0.14713478260869567,0.9565130434782609,873482.7,329474.06174999994,0.5273137407300683,0.012903225806451613,8.454489981096406
180,DragonWear UE-08,Streetwear,Performance,14.5,158,4.071428571428571,1.0,0.7142857142857143,0.7619047619047619,0.0,187.07142857142858,0.2073595238095238,0.9666761904761905,5105833.37,-39128.151836607256,0.299965654774198,0.021238938053097345,8.756790022675737
181,DragonWear UE-09,Streetwear,Performance,3.75,7,2.0,1.5,1.0,0.5,0.0,90.0,0.2875,0.95,101787.78,4902.599999999999,0.0,0.0,1.3359375
182,DragonWear UE-10,Streetwear,Performance,6.0,22,1.2941176470588236,1.0588235294117647,0.5882352941176471,0.7647058823529411,0.0,157.05882352941177,0.173,0.9646941176470588,1294480.29,258040.28590909092,0.2951721420184776,0.0,3.794470588235294
183,DragonWear UE-11,Streetwear,Performance,38.861111111111114,504,16.194444444444443,2.4444444444444446,0.75,0.3888888888888889,0.0,119.45833333333333,0.29646666666666666,0.9185222222222222,14043038.58,-111328.73976593085,0.3166858087489496,0.0283775447254781,10.63225606995885
185,DragonWear UE-13,Streetwear,Performance,111.5111111111111,381,9.666666666666666,1.2,0.7555555555555555,1.0,0.0,823.1022222222222,0.07146888888888889,0.9599955555555556,11659065.48,4480542.220698188,0.3610801472229145,0.04820198928844682,103.54153590123455
187,DragonWear UE-15,Streetwear,Performance,8.194444444444445,94,2.7222222222222223,1.0555555555555556,0.6388888888888888,0.5,0.0,129.70833333333334,0.23229444444444447,0.9648083333333334,2635511.06,375521.4608935104,0.3402825446689645,0.022082018927444796,3.145460262345679
188,DragonWear UE-16,Streetwear,Performance,32.94117647058823,46,2.8823529411764706,1.2352941176470589,0.8823529411764706,1.0,0.0,606.0235294117647,0.07235882352941177,0.9588294117647059,1433739.43,343845.67960000003,0.37437984808718,0.024390243902439025,30.557591695501724
189,DragonWear UC-01,Streetwear,Everyday,3.0,2,1.0,1.0,1.0,0.0,0.0,90.0,0.25,0.9667,75130.76,25678.38079999999,0.0,0.0,0.0
190,DragonWear UC-02,Streetwear,Everyday,3.7083333333333335,67,2.8333333333333335,0.9583333333333334,0.6666666666666666,0.2916666666666667,0.0,61.604166666666664,0.3957541666666667,0.9680583333333334,2109844.2399999998,298467.0303999999,0.2986807974033192,0.03333333333333333,0.6535506148726853
191,DragonWear UC-03,Streetwear,Everyday,3.2857142857142856,13,2.0,1.5714285714285714,0.8571428571428571,0.14285714285714285,0.0,76.28571428571429,0.3222285714285714,0.9476000000000001,349724.3,-20495.023600000022,0.2534716346562135,0.0,0.31813760932944607
193,DragonWear UC-05,Streetwear,Everyday,4.714285714285714,63,2.357142857142857,1.1428571428571428,0.7142857142857143,0.42857142857142855,0.0,99.35714285714286,0.29991428571428574,0.9619071428571428,2259531.27,374901.8687999998,0.2551218687050965,0.011538461538461539,1.4144588921282795
195,DragonWear UC-07,Streetwear,Everyday,5.875,35,4.875,1.375,0.5,0.25,0.0,87.675,0.3694,0.954175,986893.88,382820.87101999996,0.0,0.0,0.92619375
196,DragonWear UC-08,Streetwear,Everyday,3.6153846153846154,30,2.3846153846153846,1.2307692307692308,0.6923076923076923,0.3076923076923077,0.0,68.0,0.3594,0.9589692307692308,979058.13,166086.36311999997,0.16368134341522703,0.0,0.7126201183431954
197,DragonWear YY-01,GenZ,Trendy,9.0,4,2.0,1.0,0.5,0.5,0.0,180.0,0.175,0.96665,77391.08,-2963.529999999999,0.44608345044415976,0.21428571428571427,3.7125
198,DragonWear YY-02,GenZ,Trendy,14.333333333333334,23,9.0,1.3333333333333333,1.0,0.0,0.0,68.2,0.329,0.9555666666666666,411021.79,143491.07850999996,0.37362330595660154,0.028169014084507043,0.0
200,IndigoViet UM-02,Streetwear,Balanced,30.87878787878788,270,9.393939393939394,0.9696969696969697,0.6666666666666666,0.6363636363636364,0.0,204.53939393939393,0.22043939393939394,0.9676848484848485,12492441.6,4389347.871744,0.3258428760635551,0.05337690631808279,15.318473286584856
201,IndigoViet UM-03,Streetwear,Balanced,28.681818181818183,325,17.181818181818183,3.3181818181818183,0.8181818181818182,0.3181818181818182,0.0,108.17272727272729,0.3469409090909091,0.8893863636363637,19370638.01,1735332.2584156133,0.29757430431688703,0.010657193605683837,5.959838852366643
202,IndigoViet UM-04,Streetwear,Balanced,76.97297297297297,610,19.35135135135135,0.9459459459459459,0.5675675675675675,0.8108108108108109,0.0,263.7837837837838,0.17746756756756757,0.9684621621621622,32166796.1,-940221.5726016917,0.33235767487580153,0.030740568234746156,51.33467569541784
204,IndigoViet UM-06,Streetwear,Balanced,11.82857142857143,202,6.371428571428571,1.457142857142857,0.6857142857142857,0.2857142857142857,0.0,111.77428571428571,0.3281428571428571,0.9514314285714286,6313789.42,1894062.2562657644,0.398251644572587,0.018808777429467086,2.2706029154518954
205,IndigoViet UM-07,Streetwear,Balanced,3.0,1,1.0,2.0,1.0,0.0,0.0,90.0,0.25,0.9333,,,,,0.0
206,IndigoViet UM-08,Streetwear,Balanced,183.45454545454547,1000,26.977272727272727,1.0,0.6818181818181818,0.8636363636363636,0.0,1174.2022727272727,0.12872272727272727,0.9666704545454546,32795735.15,13273337.555090334,0.32899915555026066,0.032796660703637445,138.0434429376409
207,IndigoViet UM-09,Streetwear,Balanced,15.86111111111111,299,9.194444444444445,1.6666666666666667,0.6111111111111112,0.25,0.0,94.81666666666666,0.35573055555555555,0.9444472222222223,10683430.42,1756665.8331830981,0.3455409812085433,0.036,2.55470731095679
210,IndigoViet UM-12,Streetwear,Balanced,3.0,1,1.0,2.0,1.0,0.0,0.0,90.0,0.25,0.9333,24149.7,3395.2182432786904,1.0,0.0,0.0
223,LotusWear UM-01,Streetwear,Balanced,6.0,21,1.5,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.0,139.28571428571428,0.19475,0.9714285714285714,648184.16,273826.23475999996,0.2949524561044503,0.07462686567164178,2.7608571428571427
224,LotusWear UM-02,Streetwear,Balanced,7.232558139534884,83,1.9767441860465116,1.069767441860465,0.6511627906976745,0.6976744186046512,0.0,150.34883720930233,0.20030697674418607,0.9643348837209302,1909765.72,543098.6912572288,0.3168651702471652,0.014814814814814815,4.035227640333556
225,LotusWear UM-03,Streetwear,Balanced,9.0,36,1.7142857142857142,1.1904761904761905,0.7619047619047619,0.8571428571428571,0.0,191.78571428571428,0.15533809523809522,0.9603142857142857,844298.81,277325.98631,0.30940864407945806,0.029411764705882353,6.515963265306122
226,LotusWear UM-04,Streetwear,Balanced,3.0,5,1.0,0.8,0.6,0.0,0.0,90.0,0.25,0.97334,238438.49000000002,2234.480000000003,0.22830789609513127,0.0,0.0
