product_id,product_name,category,segment,peak_month,revenue_peak_month,units,gross_margin_peak_month,avg_month_revenue,peak_season_index,revenue_total,gross_margin_total,promo_revenue_share,return_rate_qty,avg_rating,n_reviews
26,DragonWear MA-26,Casual,All-weather,6,4878846.41,539,444839.58152012585,3453868.7583333333,1.4125743481794284,41446425.1,3341935.99143084,0.307966950085642,0.02677029360967185,3.832369942196532,173.0
27,DragonWear MA-27,Casual,All-weather,4,71221.68000000001,16,-4539.498551999994,37680.44142857142,1.8901498310472482,263763.09,-1401.0349319999823,0.5211430075375595,0.05357142857142857,3.0,2.0
28,DragonWear MA-28,Casual,All-weather,10,62824.26,12,31248.7482,36579.77,1.7174591310989655,182898.84999999998,90803.60725,0.0,0.0,4.0,1.0
29,DragonWear MA-29,Casual,All-weather,9,85528.58,15,-4156.644999999991,31520.606,2.71341800979334,157603.03,-9809.389999999985,0.8034256701790569,0.2857142857142857,,
30,DragonWear MA-30,Casual,All-weather,12,71207.92,7,16521.82084,71207.92,1.0,71207.92,16521.82084,0.0,0.0,,
31,DragonWear MA-31,Casual,All-weather,10,862062.52,96,104206.48659744681,474477.5941666667,1.8168666562939721,5693731.13,530836.9024451064,0.20630946617951737,0.016819571865443424,3.5357142857142856,28.0
36,DragonWear MA-36,Casual,All-weather,8,971982.36,174,358446.98601,664799.3116666666,1.4620688423446448,7977591.74,2720228.2766718967,0.28368512124437195,0.047619047619047616,3.888888888888889,54.0
38,DragonWear MA-38,Casual,All-weather,12,176106.49,41,-16838.444000000007,98397.80090909092,1.7897400996055148,1082375.81,56473.47799999997,0.41917240371438086,0.04128440366972477,3.9166666666666665,12.0
40,DragonWear MA-40,Casual,All-weather,10,163830.2,13,8298.005000000017,92471.56454545456,1.771681930605478,1017187.21,245.9350000000668,0.23477662484568598,0.047058823529411764,5.0,2.0
42,DragonWear MA-42,Casual,All-weather,4,144119.35,12,31276.915120000016,72306.56666666667,1.9931709752502886,433839.4,76505.02288000003,0.672921339094605,0.0,3.3333333333333335,3.0
43,DragonWear MA-43,Casual,All-weather,3,78638.28,18,-5132.078318181806,48148.096666666665,1.6332583309454463,433332.87,-8788.465568181768,0.5078188275909002,0.0,3.0,1.0
45,DragonWear MA-45,Casual,All-weather,1,92957.47,16,37660.702768,41870.276666666665,2.220130302458793,376832.49,138365.181312,0.23871174165476017,0.028985507246376812,4.0,1.0
48,DragonWear RP-03,Outdoor,Activewear,9,3533.8,5,1512.33097,3533.8,1.0,3533.8,1512.33097,1.0,0.0,,
49,DragonWear RP-04,Outdoor,Activewear,9,1422.4,2,618.6909820000001,1422.4,1.0,1422.4,618.6909820000001,1.0,0.0,,
52,DragonWear RP-07,Outdoor,Activewear,11,23949.96,6,2759.1386280000006,19878.679999999997,1.2048063553515627,59636.03999999999,6658.986570000001,0.0,0.0,1.0,1.0
53,DragonWear RP-08,Outdoor,Activewear,11,32880.24,8,4186.895039999999,20266.236666666668,1.62241468610107,60798.71,6998.6882000000005,0.0,0.0,,
54,DragonWear RP-09,Outdoor,Activewear,12,139704.01,36,-851.6720864000017,53805.07666666667,2.5964838014355895,484245.69,58674.319238400014,0.44433169864661054,0.01834862385321101,4.0,7.0
55,DragonWear RP-10,Outdoor,Activewear,2,108233.21,24,-3263.030799999973,49625.81333333333,2.1809861185146655,446632.32,-22581.026699999886,0.5013021001256693,0.0,4.75,4.0
56,DragonWear RP-11,Outdoor,Activewear,5,48255.55,13,2853.5032272727367,25963.59833333333,1.8585848302100398,155781.59,5605.589136363667,0.21294788427823855,0.0,5.0,1.0
57,DragonWear RP-12,Outdoor,Activewear,3,32840.26,10,-2084.391363636357,22641.426,1.450450161575512,113207.13,1448.2456363636593,0.3453969727878447,0.0,,
58,DragonWear RP-13,Outdoor,Activewear,4,168768.88,39,47279.48981874998,48287.765,3.495065054263746,386302.12,96596.65110624996,0.2415234739068996,0.06451612903225806,4.5,4.0
59,DragonWear RP-14,Outdoor,Activewear,4,206903.25,48,34789.1715,47637.47777777778,4.343287253056825,428737.3,52237.75328125,0.29857682081778286,0.009523809523809525,4.4,5.0
60,DragonWear RP-15,Outdoor,Activewear,7,11292.93,3,-1096.6043879999997,7752.405000000001,1.4567002110957825,15504.810000000001,-1014.569184,1.0,0.0,,
61,DragonWear RP-16,Outdoor,Activewear,9,16774.8,4,2793.2459519999993,16275.2,1.0306970114038536,32550.4,4587.291904,1.0,0.0,,
62,DragonWear RP-17,Outdoor,Activewear,7,75815.43,19,19301.627255999996,42763.43,1.772903389648585,342107.44,113077.81835326315,0.4379271318975115,0.05194805194805195,4.0,2.0
63,DragonWear RP-18,Outdoor,Activewear,7,74940.01999999999,19,-6629.208202000009,34168.206666666665,2.193267581500229,307513.86,11288.768108526292,0.36377202640557404,0.043478260869565216,3.0,1.0
64,DragonWear RP-19,Outdoor,Activewear,6,57140.64,15,3284.6175000000003,32032.247499999998,1.7838473556999084,128128.99,6055.339000000004,0.0,0.0,3.5,2.0
65,DragonWear RP-20,Outdoor,Activewear,5,56265.64,15,4858.649259999998,32631.775,1.7242592534423884,130527.09999999999,10577.454939999994,0.04836742714731271,0.02857142857142857,4.25,4.0
66,DragonWear RP-21,Outdoor,Activewear,12,69086.3,17,-12364.642299999996,41374.153333333335,1.6697936860097682,248244.92,-10481.602599999982,0.5320924593341124,0.14814814814814814,3.0,3.0
67,DragonWear RP-22,Outdoor,Activewear,2,105382.41,21,12222.705616799994,40936.549999999996,2.5742865483290607,245619.3,14938.127241599981,0.3481186535422909,0.0,3.0,1.0
70,DragonWear RS-03,Outdoor,Premium,4,47351.81,10,8437.794859999998,37584.38,1.2598800352699713,75168.76,9014.934261999999,0.795234350014554,0.0,,
73,DragonWear RS-06,Outdoor,Premium,5,27066.43,7,1248.0649545454585,18724.456666666665,1.4455121706246217,56173.369999999995,-2840.0358181818096,0.3821832302388125,0.0,4.0,1.0
74,DragonWear UM-01,Streetwear,Balanced,6,720579.26,55,239193.69455737702,376716.3725,1.9127898668646264,4520596.47,1264679.5546426228,0.37983885564552505,0.02956989247311828,4.181818181818182,11.0
76,DragonWear UM-03,Streetwear,Balanced,4,1062997.75,109,35939.70189999998,458999.6358333333,2.315901074888834,5507995.63,165409.26969999998,0.31283180048565146,0.019400352733686066,4.173913043478261,23.0
86,DragonWear UM-13,Streetwear,Balanced,6,357621.43999999994,27,-5967.310000000027,243325.79,1.469722712089006,2919909.48,-123463.02,0.2051477054692805,0.0,3.375,8.0
88,DragonWear UM-15,Streetwear,Balanced,11,66933.2,8,18978.104,66933.2,1.0,66933.2,18978.104,1.0,0.0,,
89,DragonWear UM-16,Streetwear,Balanced,4,238574.87,25,71502.5555,131967.24416666667,1.8078339932498273,1583606.93,460880.97656000004,0.41807051197988887,0.041666666666666664,3.4,5.0
92,DragonWear UM-19,Streetwear,Balanced,5,2973629.31,257,625331.4511181348,1828628.9316666666,1.6261523912835318,21943547.18,3257675.112243524,0.3330988458721923,0.028361858190709046,3.985074626865672,67.0
93,DragonWear UM-20,Streetwear,Balanced,6,3625522.33,302,1326711.5798381818,2236625.9,1.6209784255829285,26839510.8,9392907.358374545,0.30016737786442815,0.039703315881326355,4.0,79.0
94,DragonWear UM-21,Streetwear,Balanced,2,1253493.43,117,90076.16589999995,726138.1533333333,1.7262464783675737,8713657.84,231649.9230999996,0.2078450890837366,0.03634232121922626,4.066666666666666,30.0
99,DragonWear UM-26,Streetwear,Balanced,4,50668.08,6,-3161.0099999999948,50668.08,1.0,50668.08,-3161.0099999999948,1.0,0.0,,
100,DragonWear UM-27,Streetwear,Balanced,5,365162.18000000005,29,142833.08840000004,163572.3011111111,2.232420633074993,1472150.71,552168.2620000001,0.11448782984997508,0.08333333333333333,3.6,5.0
103,DragonWear UM-30,Streetwear,Balanced,8,2584634.88,297,471425.4206766641,1708033.2366666666,1.513222825244359,20496398.84,5433555.656877098,0.2840287264823736,0.03117619272555503,3.9,80.0
106,DragonWear UM-33,Streetwear,Balanced,5,1145682.14,98,63274.511287233996,559061.335,2.049295968572035,6708736.02,-282733.66342021327,0.3195590679986243,0.026856240126382307,3.75,24.0
107,DragonWear UM-34,Streetwear,Balanced,3,877172.45,144,202600.5458988474,491798.36166666663,1.7836018140185144,5901580.34,1324797.3517581522,0.4809707360520318,0.03991811668372569,4.032258064516129,31.0
108,DragonWear UM-35,Streetwear,Balanced,3,885953.75,82,142785.3884,343688.7241666667,2.577779507163494,4124264.69,580620.4291999999,0.4138494394257707,0.04603580562659847,3.7142857142857144,14.0
109,DragonWear UM-36,Streetwear,Balanced,8,1350595.99,124,-388965.6813665943,952421.5075,1.4180654041981513,11429058.09,-705787.4400976131,0.4096460428437633,0.019653179190751446,4.081081081081081,37.0
111,DragonWear UM-38,Streetwear,Balanced,9,51498.06,6,-2726.040000000008,51498.06,1.0,51498.06,-2726.040000000008,1.0,0.0,,
114,DragonWear UM-41,Streetwear,Balanced,8,175028.16,16,83075.48688,109280.23272727273,1.6016451981467896,1202082.56,518184.55367,0.3730592098432906,0.0,3.3333333333333335,3.0
115,DragonWear UM-42,Streetwear,Balanced,4,5954779.4,574,665135.685456271,3328620.0883333334,1.7889633667931164,39943441.06,3404351.6381082144,0.30789225949578214,0.04312736443883985,3.912,125.0
125,DragonWear UM-52,Streetwear,Balanced,5,6779.58,1,441.46500000000015,6779.58,1.0,6779.58,441.46500000000015,0.0,0.0,,
133,DragonWear UR-04,Streetwear,Standard,8,717429.91,97,13840.744372857116,357143.30916666664,2.0088012055272744,4285719.71,484887.516302857,0.24008422846672817,0.019083969465648856,4.0,22.0
136,DragonWear UR-07,Streetwear,Standard,12,177699.06,44,-18971.152199999997,96258.69416666667,1.8460572474869001,1155104.33,6371.499650000032,0.3965864191678686,0.058365758754863814,4.111111111111111,9.0
141,DragonWear UR-12,Streetwear,Standard,10,121900.32999999999,15,5282.605000000003,72490.795,1.6815973669484516,724907.95,-13670.974999999964,0.3495475942842122,0.05263157894736842,4.5,2.0
143,DragonWear UR-14,Streetwear,Standard,6,177856.07,34,70075.44298086954,68532.82909090909,2.5951952131448297,753861.12,281528.37218086945,0.41768568725231514,0.03355704697986577,3.375,8.0
144,DragonWear UR-15,Streetwear,Standard,8,323803.08999999997,69,-55711.744999999966,143930.41083333333,2.249719764747655,1727164.93,-65905.15999999976,0.31858864225549094,0.02147239263803681,3.8181818181818183,11.0
150,DragonWear UR-21,Streetwear,Standard,7,286059.53,49,68127.94336872341,134826.25272727272,2.1216901324005706,1483088.78,380088.0966417022,0.4574700848320085,0.020161290322580645,3.4444444444444446,9.0
155,DragonWear UR-26,Streetwear,Standard,12,84314.0,17,-13106.837499999992,32387.603333333333,2.6032799998270946,291488.43,-17965.99499999998,0.6644773859463308,0.0,,
160,DragonWear UR-31,Streetwear,Standard,9,140345.36,17,-1080.1899999999987,69032.76222222223,2.0330254140521937,621294.86,-77513.73999999995,0.5438571469913658,0.09523809523809523,5.0,1.0
163,DragonWear UR-34,Streetwear,Standard,4,971246.41,157,231189.6611612501,554218.3433333334,1.7524616817235983,6650620.12,1573925.0977112504,0.31008018241763596,0.025998142989786442,3.6538461538461537,52.0
164,DragonWear UR-35,Streetwear,Standard,5,217262.19,32,98205.44198297872,86114.72272727272,2.522938971632926,947261.95,381742.3969191489,0.257147772060305,0.046052631578947366,4.142857142857143,7.0
165,DragonWear UR-36,Streetwear,Standard,4,860021.78,108,7489.178461538336,518330.945,1.6592136516178868,6219971.34,-260855.1957692317,0.3758142654078532,0.023142509135200974,4.333333333333333,36.0
170,DragonWear UR-41,Streetwear,Standard,12,653530.4299999999,93,153932.07853664175,294172.8525,2.221586473551294,3530074.23,1058942.59910597,0.44733602386599103,0.021739130434782608,4.0,12.0
173,DragonWear UE-01,Streetwear,Performance,12,617838.96,60,-28375.08183552626,617838.96,1.0,617838.96,-28375.08183552626,1.0,0.08333333333333333,4.0,1.0
174,DragonWear UE-02,Streetwear,Performance,9,273155.95999999996,34,15773.59110173918,146787.8225,1.8608897887288978,1761453.87,80898.40248782642,0.22463896826318816,0.03153153153153153,4.125,8.0
175,DragonWear UE-03,Streetwear,Performance,6,80768.91,11,1832.745000000008,30128.752,2.6807917566582247,150643.76,-7228.569999999987,0.15803216807652704,0.22727272727272727,5.0,1.0
176,DragonWear UE-04,Streetwear,Performance,9,87180.64,13,-8303.678929999987,47798.892857142855,1.8239050067656977,334592.25,18759.502770000036,0.3889284345348704,0.046511627906976744,5.0,1.0
177,DragonWear UE-05,Streetwear,Performance,12,477828.06,63,-55884.58495499994,142915.606,3.343428148777538,1429156.06,-78793.95272999982,0.6627281488069259,0.016853932584269662,4.125,8.0
178,DragonWear UE-06,Streetwear,Performance,12,141881.76,28,43609.23179999999,87348.26999999999,1.6243224965989598,873482.7,329474.06174999994,0.5273137407300683,0.012903225806451613,4.0,4.0
180,DragonWear UE-08,Streetwear,Performance,5,881407.86,90,61856.4671410714,425486.1141666667,2.07153143346705,5105833.37,-39128.151836607256,0.299965654774198,0.021238938053097345,4.0,25.0
181,DragonWear UE-09,Streetwear,Performance,1,75453.35,9,2789.465,33929.26,2.2238430782162655,101787.78,4902.599999999999,0.0,0.0,2.5,2.0
182,DragonWear UE-10,Streetwear,Performance,8,278284.08,19,49303.14886363638,129448.02900000001,2.149774563195551,1294480.29,258040.28590909092,0.2951721420184776,0.0,4.0,3.0
183,DragonWear UE-11,Streetwear,Performance,6,1994346.08,234,-48912.37331599495,1170253.215,1.704200470835707,14043038.58,-111328.73976593085,0.3166858087489496,0.0283775447254781,3.8688524590163933,61.0
185,DragonWear UE-13,Streetwear,Performance,5,1911618.8,196,835114.929439055,971588.79,1.9675183778108432,11659065.48,4480542.220698188,0.3610801472229145,0.04820198928844682,4.147058823529412,34.0
187,DragonWear UE-15,Streetwear,Performance,4,547776.14,65,84371.33261223398,219625.92166666666,2.4941324586966447,2635511.06,375521.4608935104,0.3402825446689645,0.022082018927444796,3.0,3.0
188,DragonWear UE-16,Streetwear,Performance,7,350773.76,43,65008.9352,130339.94818181818,2.6912221839361705,1433739.43,343845.67960000003,0.37437984808718,0.024390243902439025,4.5,4.0
189,DragonWear UC-01,Streetwear,Everyday,11,56210.88,6,19121.595599999993,37565.38,1.4963479671974569,75130.76,25678.38079999999,0.0,0.0,3.0,1.0
190,DragonWear UC-02,Streetwear,Everyday,5,411522.77,44,79436.94823999998,191804.02181818185,2.1455377530618085,2109844.2399999998,298467.0303999999,0.2986807974033192,0.03333333333333333,3.7142857142857144,7.0
191,DragonWear UC-03,Streetwear,Everyday,9,131374.12,14,4957.765599999984,69944.86,1.8782526693169448,349724.3,-20495.023600000022,0.2534716346562135,0.0,3.0,1.0
193,DragonWear UC-05,Streetwear,Everyday,5,494403.24,54,102980.21051999996,188294.2725,2.6256945229175783,2259531.27,374901.8687999998,0.2551218687050965,0.011538461538461539,4.333333333333333,6.0
195,DragonWear UC-07,Streetwear,Everyday,8,323504.04000000004,35,125910.06509999999,164482.31333333332,1.9668013748347495,986893.88,382820.87101999996,0.0,0.0,4.0,1.0
196,DragonWear UC-08,Streetwear,Everyday,4,264818.06,28,41649.33967999999,89005.28454545455,2.9753071556639847,979058.13,166086.36311999997,0.16368134341522703,0.0,2.0,1.0
197,DragonWear YY-01,GenZ,Trendy,11,42868.2,7,2690.894999999997,38695.54,1.1078330991116805,77391.08,-2963.529999999999,0.44608345044415976,0.21428571428571427,,
198,DragonWear YY-02,GenZ,Trendy,11,290273.45,49,105639.57868999998,137007.26333333334,2.1186719808699195,411021.79,143491.07850999996,0.37362330595660154,0.028169014084507043,2.3333333333333335,3.0
200,IndigoViet UM-02,Streetwear,Balanced,5,2248614.25,155,880444.8296517647,1041036.7999999999,2.159975756860853,12492441.6,4389347.871744,0.3258428760635551,0.05337690631808279,3.7142857142857144,35.0
201,IndigoViet UM-03,Streetwear,Balanced,5,3484832.45,189,524732.283881484,1614219.8341666667,2.158833868993456,19370638.01,1735332.2584156133,0.29757430431688703,0.010657193605683837,4.238095238095238,42.0
202,IndigoViet UM-04,Streetwear,Balanced,5,4854245.25,299,243626.5801779666,2680566.341666667,1.8109028583048716,32166796.1,-940221.5726016917,0.33235767487580153,0.030740568234746156,3.707317073170732,82.0
204,IndigoViet UM-06,Streetwear,Balanced,7,1144902.79,119,320533.61682699993,526149.1183333333,2.1760043875520956,6313789.42,1894062.2562657644,0.398251644572587,0.018808777429467086,4.0,24.0
206,IndigoViet UM-08,Streetwear,Balanced,5,4957578.81,470,2221882.0689124796,2732977.9291666667,1.8139842100779984,32795735.15,13273337.555090334,0.32899915555026066,0.032796660703637445,3.8333333333333335,126.0
207,IndigoViet UM-09,Streetwear,Balanced,4,1889152.95,169,380529.73482794355,890285.8683333333,2.1219621889950964,10683430.42,1756665.8331830981,0.3455409812085433,0.036,3.6216216216216215,37.0
210,IndigoViet UM-12,Streetwear,Balanced,12,24149.7,2,3395.2182432786904,24149.7,1.0,24149.7,3395.2182432786904,1.0,0.0,,
223,LotusWear UM-01,Streetwear,Balanced,6,109748.73999999999,12,42699.55935999999,64818.416000000005,1.6931721997032445,648184.16,273826.23475999996,0.2949524561044503,0.07462686567164178,4.333333333333333,3.0
224,LotusWear UM-02,Streetwear,Balanced,4,449315.67,60,145611.88583493972,159147.14333333334,2.823271977046483,1909765.72,543098.6912572288,0.3168651702471652,0.014814814814814815,4.5,6.0
225,LotusWear UM-03,Streetwear,Balanced,2,146297.3,16,57360.386479999994,70358.23416666666,2.0793202349769984,844298.81,277325.98631,0.30940864407945806,0.029411764705882353,3.5,2.0
226,LotusWear UM-04,Streetwear,Balanced,9,69220.08,8,1733.2200000000012,59609.622500000005,1.1612232572014693,238438.49000000002,2234.480000000003,0.22830789609513127,0.0,4.0,2.0
227,LotusWear UM-05,Streetwear,Balanced,4,338358.88,37,138338.56384719175,191140.10416666666,1.7702139562766188,2293681.25,893539.0369303422,0.3250606901024281,0.007722007722007722,3.3333333333333335,6.0
228,LotusWear UM-06,Streetwear,Balanced,1,107276.56,14,49884.88173999999,41441.027,2.5886559230300925,414410.27,172545.34019,0.2128666840230576,0.06779661016949153,4.5,2.0
229,LotusWear UR-01,Streetwear,Standard,7,567272.16,96,109830.18815999995,259893.82083333333,2.182707377116844,3118725.85,612325.0459599998,0.3700066358830482,0.011406844106463879,3.8636363636363638,22.0
230,LotusWear UR-02,Streetwear,Standard,6,57382.64,7,2940.0875000000015,32314.697500000002,1.7757443033467974,129258.79000000001,4818.670000000003,0.05338553764892894,0.0,3.0,1.0
231,LotusWear UR-03,Streetwear,Standard,8,130002.16,15,7291.703424999994,94226.915,1.3796711905510226,376907.66,595.5931699999801,0.3831170743518453,0.043478260869565216,5.0,1.0
233,LotusWear UR-05,Streetwear,Standard,9,51727.31,12,-2101.779999999999,23258.961666666666,2.2239733115056657,139553.77,-8476.227499999994,0.6998645038396312,0.030303030303030304,5.0,2.0
234,LotusWear UR-06,Streetwear,Standard,4,31447.98,6,7795.059659999999,18338.239999999998,1.7148853979444048,36676.479999999996,9081.40627,0.0,0.8571428571428571,,
235,LotusWear UR-07,Streetwear,Standard,8,136915.68,22,62593.959449999995,70958.90333333334,1.929506708366547,638630.13,280534.56734999997,0.23032192358353024,0.009433962264150943,3.857142857142857,7.0
236,LotusWear UR-08,Streetwear,Standard,5,575927.4,90,40854.55399999998,276221.95416666666,2.085016745817739,3314663.45,-56295.479800000045,0.3605865174637865,0.037037037037037035,3.6666666666666665,18.0
237,LotusWear UR-09,Streetwear,Standard,7,449418.71,74,210702.68609,304187.2391666667,1.4774410367482897,3650246.87,1679226.726635,0.29998006682764444,0.05237315875613748,3.8846153846153846,26.0
238,LotusWear UR-10,Streetwear,Standard,4,211040.93,51,65878.03624999998,137318.58,1.536870902684837,1647822.96,489366.14124999975,0.3356292838643297,0.0343980343980344,4.153846153846154,13.0
239,LotusWear UR-11,Streetwear,Standard,6,444108.56,100,751.0581173183355,217333.16666666666,2.0434458615382374,2607998.0,27657.339042792755,0.2678501363881414,0.041237113402061855,3.789473684210526,19.0
240,LotusWear UR-12,Streetwear,Standard,6,1296300.99,253,2149.477440599974,531680.9983333333,2.438117958067958,6380171.98,-3626.785510400039,0.35972609942091244,0.028846153846153848,3.951219512195122,41.0
241,LotusWear UR-13,Streetwear,Standard,4,70509.45000000001,16,21075.789360000002,44126.40111111112,1.5978971369646908,397137.61,128342.08027,0.6057229633828939,0.0,3.4,5.0
242,LotusWear UR-14,Streetwear,Standard,6,499352.8,95,174785.12736982244,275218.14181818184,1.8143891122188045,3027399.56,1032162.4987786978,0.31453899332666874,0.059931506849315065,4.1875,16.0
243,LotusWear UR-15,Streetwear,Standard,6,180816.96000000002,26,11169.381899999993,115270.89916666667,1.5686262648004707,1383250.79,39119.9788999999,0.3715269231836115,0.024271844660194174,4.1,10.0
244,LotusWear UR-16,Streetwear,Standard,3,242142.56,34,2912.3368099999916,112641.34545454546,2.14967744768028,1239054.8,7722.768874999993,0.3855280977080271,0.011428571428571429,3.875,8.0
246,LotusWear UR-18,Streetwear,Standard,10,435877.99,49,197936.3161807692,206678.81916666668,2.108963036258235,2480145.83,1028216.0244499999,0.2771071852657954,0.0802675585284281,3.5,10.0
247,LotusWear UR-19,Streetwear,Standard,8,116473.73999999999,25,-422.9916176470638,58791.529,1.9811313293110644,587915.29,3431.6319117646813,0.22274176607993984,0.072,3.25,4.0
248,LotusWear UR-20,Streetwear,Standard,7,147271.32,22,20094.069239999997,60686.53,2.42675466862251,485492.24,69275.78296727272,0.1236844279941529,0.05555555555555555,3.0,3.0
249,LotusWear UR-21,Streetwear,Standard,7,151917.62,32,38495.816960000004,72617.76181818183,2.092017382474095,798795.38,171431.03193500004,0.32370719269808496,0.03954802259887006,3.5714285714285716,7.0
250,LotusWear UR-22,Streetwear,Standard,1,62157.92,8,10227.246799999994,62157.92,1.0,62157.92,10227.246799999994,0.0,0.0,,
251,LotusWear UR-23,Streetwear,Standard,4,170379.06,25,29295.339519230765,83115.44818181818,2.0499084553726927,914269.9299999999,101627.70003076918,0.35876955944509736,0.06944444444444445,3.8333333333333335,6.0
252,LotusWear UR-24,Streetwear,Standard,6,357743.52,50,109538.78175,230232.80545454545,1.5538338217862218,2532560.86,666061.2283600001,0.4376372617556761,0.0398936170212766,3.6153846153846154,13.0
253,LotusWear UR-25,Streetwear,Standard,5,230305.03999999998,26,99639.32299999999,124218.12727272726,1.8540372895362807,1366399.4,517072.23949999997,0.43643672560160673,0.03550295857988166,4.333333333333333,3.0
256,LotusWear UR-28,Streetwear,Standard,3,51631.54,10,190.46500000000015,26045.8975,1.9823290788885275,104183.59,1301.4400000000023,0.22939245998338126,0.0,4.5,2.0
257,LotusWear UR-29,Streetwear,Standard,7,46364.0,8,2410.6388000000006,46364.0,1.0,46364.0,2410.6388000000006,1.0,0.0,,
258,LotusWear UR-30,Streetwear,Standard,6,167494.57,21,4166.9125000000095,102039.162,1.6414733982233214,1020391.62,1538.137500000037,0.24211375824509418,0.0,5.0,1.0
259,LotusWear UR-31,Streetwear,Standard,8,397641.88,81,-56778.3770400413,239895.15833333335,1.6575652579343774,2878741.9,421506.43600570265,0.3413828276859416,0.0365296803652968,4.176470588235294,17.0
260,LotusWear UR-32,Streetwear,Standard,4,196887.34,26,91260.32032,97589.3309090909,2.0175088625559887,1073482.64,443783.0996,0.42485885938500134,0.0,3.3333333333333335,6.0
261,LotusWear UR-33,Streetwear,Standard,6,618178.53,69,206481.02826,314194.74333333335,1.9675011855439168,3770336.92,1180819.3003599998,0.3526562395384018,0.029953917050691243,4.142857142857143,14.0
262,LotusWear UR-34,Streetwear,Standard,4,32443.18,7,1042.8775000000023,18610.11,1.7433094162259115,37220.22,1334.1600000000026,0.0,0.0,,
264,LotusWear UR-36,Streetwear,Standard,9,407484.85,54,167421.51228999998,204710.50333333333,1.9905419769130557,2456526.04,1029482.865835,0.43468571983873616,0.03426791277258567,4.125,16.0
267,LotusWear UR-39,Streetwear,Standard,5,416372.92,100,75862.33156716418,222213.15,1.873754636033016,2666557.8,327250.0574664179,0.29453681446545055,0.018922852983988356,3.9,20.0
269,LotusWear UR-41,Streetwear,Standard,1,86634.0,16,23007.346559999987,51913.537777777776,1.668813255818692,467221.83999999997,113298.58023999991,0.20358680150739533,0.056179775280898875,4.0,4.0
